# Gene Family	SRS1007613.ko	tiny-test-data-mt.ko
K00525: ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]|g__Corynebacterium.s__Corynebacterium_glutamicum	4.558	0
K00525: ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]|g__Escherichia.s__Escherichia_coli	28.096	0
K00529: 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3]	83.585	0
K00529: 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3]|g__Corynebacterium.s__Corynebacterium_glutamicum	50.107	0
K00529: 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3]|g__Roseobacter.s__Roseobacter_denitrificans	33.479	0
K00537: arsenate reductase (glutaredoxin) [EC:1.20.4.1]	8.635	0
K00537: arsenate reductase (glutaredoxin) [EC:1.20.4.1]|unclassified	8.635	0
K00547: homocysteine S-methyltransferase [EC:2.1.1.10]	64.025	0
K00547: homocysteine S-methyltransferase [EC:2.1.1.10]|g__Escherichia.s__Escherichia_coli	64.025	0
K00548: 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]	27.622	0
K00548: 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]|g__Chromobacterium.s__Chromobacterium_violaceum	17.048	0
K00548: 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]|g__Escherichia.s__Escherichia_coli	10.575	0
K00554: tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]	41.656	0
K00554: tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]|g__Chromobacterium.s__Chromobacterium_violaceum	24.08	0
K00554: tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]|g__Corynebacterium.s__Corynebacterium_glutamicum	14.254	0
K00554: tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]|unclassified	3.321	0
K00556: tRNA (guanosine-2'-O-)-methyltransferase [EC:2.1.1.34]	15.847	0
K00556: tRNA (guanosine-2'-O-)-methyltransferase [EC:2.1.1.34]|unclassified	15.847	0
K00560: thymidylate synthase [EC:2.1.1.45]	37.837	0
K00560: thymidylate synthase [EC:2.1.1.45]|g__Escherichia.s__Escherichia_coli	12.882	0
K00560: thymidylate synthase [EC:2.1.1.45]|g__Roseobacter.s__Roseobacter_denitrificans	7.775	0
K00560: thymidylate synthase [EC:2.1.1.45]|unclassified	17.18	0
K00563: 23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187]	35.316	0
K00563: 23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187]|g__Corynebacterium.s__Corynebacterium_glutamicum	35.316	0
K00564: 16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]	27.541	0
K00564: 16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]|g__Escherichia.s__Escherichia_coli	27.541	0
K00567: methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]	78.16	0
K00567: methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]|g__Escherichia.s__Escherichia_coli	78.16	0
K00568: 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]	64.767	0
K00568: 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]|g__Chromobacterium.s__Chromobacterium_violaceum	19.382	0
K00568: 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]|g__Escherichia.s__Escherichia_coli	7.744	0
K00568: 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]|g__Polaromonas.s__Polaromonas_naphthalenivorans	19.334	0
K00568: 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]|g__Roseobacter.s__Roseobacter_denitrificans	18.306	0
K00573: protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]	55.518	0
K00573: protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]|g__Escherichia.s__Escherichia_coli	55.518	0
K00574: cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]	20.142	0
K00574: cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]|unclassified	20.142	0
K00575: chemotaxis protein methyltransferase CheR [EC:2.1.1.80]	16.977	0
K00575: chemotaxis protein methyltransferase CheR [EC:2.1.1.80]|g__Roseobacter.s__Roseobacter_denitrificans	16.977	0
K00600: glycine hydroxymethyltransferase [EC:2.1.2.1]	21.977	0
K00600: glycine hydroxymethyltransferase [EC:2.1.2.1]|g__Chromobacterium.s__Chromobacterium_violaceum	13.051	0
K00600: glycine hydroxymethyltransferase [EC:2.1.2.1]|g__Corynebacterium.s__Corynebacterium_glutamicum	4.199	0
K00600: glycine hydroxymethyltransferase [EC:2.1.2.1]|g__Polaromonas.s__Polaromonas_naphthalenivorans	4.728	0
K00602: phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]	28.334	0
K00602: phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]|g__Polaromonas.s__Polaromonas_naphthalenivorans	28.334	0
K00604: methionyl-tRNA formyltransferase [EC:2.1.2.9]	26.45	0
K00604: methionyl-tRNA formyltransferase [EC:2.1.2.9]|g__Corynebacterium.s__Corynebacterium_glutamicum	26.45	0
K00609: aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]	53.287	0
K00609: aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]|g__Chromobacterium.s__Chromobacterium_violaceum	48.809	0
K00609: aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]|g__Escherichia.s__Escherichia_coli	4.478	0
K00611: ornithine carbamoyltransferase [EC:2.1.3.3]	50.058	0
K00611: ornithine carbamoyltransferase [EC:2.1.3.3]|g__Corynebacterium.s__Corynebacterium_glutamicum	27.89	0
K00611: ornithine carbamoyltransferase [EC:2.1.3.3]|g__Escherichia.s__Escherichia_coli	11.712	0
K00611: ornithine carbamoyltransferase [EC:2.1.3.3]|g__Staphylococcus.s__Staphylococcus_epidermidis	10.457	0
K00615: transketolase [EC:2.2.1.1]	41.933	0
K00615: transketolase [EC:2.2.1.1]|g__Escherichia.s__Escherichia_coli	26.506	0
K00615: transketolase [EC:2.2.1.1]|g__Polaromonas.s__Polaromonas_naphthalenivorans	7.26	0
K00615: transketolase [EC:2.2.1.1]|unclassified	8.167	0
K00616: transaldolase [EC:2.2.1.2]	137.481	0
K00616: transaldolase [EC:2.2.1.2]|g__Escherichia.s__Escherichia_coli	45.073	0
K00616: transaldolase [EC:2.2.1.2]|g__Polaromonas.s__Polaromonas_naphthalenivorans	33.28	0
K00616: transaldolase [EC:2.2.1.2]|g__Roseobacter.s__Roseobacter_denitrificans	59.128	0
K00620: glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]	13.821	0
K00620: glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]|g__Corynebacterium.s__Corynebacterium_glutamicum	13.821	0
K00631: glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15]	33.464	0
K00631: glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15]|g__Roseobacter.s__Roseobacter_denitrificans	33.464	0
K00632: acetyl-CoA acyltransferase [EC:2.3.1.16]	13.149	0
K00632: acetyl-CoA acyltransferase [EC:2.3.1.16]|g__Escherichia.s__Escherichia_coli	13.149	0
K00633: galactoside O-acetyltransferase [EC:2.3.1.18]	59.631	0
K00633: galactoside O-acetyltransferase [EC:2.3.1.18]|g__Escherichia.s__Escherichia_coli	59.631	0
K00640: serine O-acetyltransferase [EC:2.3.1.30]	20.83	0
K00640: serine O-acetyltransferase [EC:2.3.1.30]|unclassified	20.83	0
K00643: 5-aminolevulinate synthase [EC:2.3.1.37]	28.878	0
K00643: 5-aminolevulinate synthase [EC:2.3.1.37]|g__Roseobacter.s__Roseobacter_denitrificans	28.878	0
K00645: [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	57.149	0
K00645: [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]|g__Chromobacterium.s__Chromobacterium_violaceum	32.291	0
K00645: [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]|g__Escherichia.s__Escherichia_coli	15.475	0
K00645: [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]|g__Polaromonas.s__Polaromonas_naphthalenivorans	9.383	0
K00647: 3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]	75.528	0
K00647: 3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]|g__Polaromonas.s__Polaromonas_naphthalenivorans	53.491	0
K00647: 3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]|g__Roseobacter.s__Roseobacter_denitrificans	9.335	0
K00647: 3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]|unclassified	12.701	0
K00648: 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	131.774	0
K00648: 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]|g__Chromobacterium.s__Chromobacterium_violaceum	29.354	0
K00648: 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]|g__Polaromonas.s__Polaromonas_naphthalenivorans	50.226	0
K00648: 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]|g__Staphylococcus.s__Staphylococcus_epidermidis	33.992	0
K00648: 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]|unclassified	18.203	0
K00652: 8-amino-7-oxononanoate synthase [EC:2.3.1.47]	41.469	0
K00652: 8-amino-7-oxononanoate synthase [EC:2.3.1.47]|g__Staphylococcus.s__Staphylococcus_epidermidis	41.469	0
K00655: 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	50.59	0
K00655: 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]|g__Escherichia.s__Escherichia_coli	50.59	0
K00656: formate C-acetyltransferase [EC:2.3.1.54]	34.194	0
K00656: formate C-acetyltransferase [EC:2.3.1.54]|g__Chromobacterium.s__Chromobacterium_violaceum	10.221	0
K00656: formate C-acetyltransferase [EC:2.3.1.54]|g__Escherichia.s__Escherichia_coli	17.998	0
K00656: formate C-acetyltransferase [EC:2.3.1.54]|g__Staphylococcus.s__Staphylococcus_epidermidis	5.975	0
K00661: maltose O-acetyltransferase [EC:2.3.1.79]	42.737	0
K00661: maltose O-acetyltransferase [EC:2.3.1.79]|g__Escherichia.s__Escherichia_coli	42.737	0
K00666: fatty-acyl-CoA synthase [EC:6.2.1.-]	16.409	0
K00666: fatty-acyl-CoA synthase [EC:6.2.1.-]|g__Polaromonas.s__Polaromonas_naphthalenivorans	8.379	0
K00666: fatty-acyl-CoA synthase [EC:6.2.1.-]|g__Roseobacter.s__Roseobacter_denitrificans	8.03	0
K00674: 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]	25.042	0
K00674: 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]|g__Corynebacterium.s__Corynebacterium_glutamicum	25.042	0
K00675: N-hydroxyarylamine O-acetyltransferase [EC:2.3.1.118]	36.519	0
K00675: N-hydroxyarylamine O-acetyltransferase [EC:2.3.1.118]|g__Staphylococcus.s__Staphylococcus_epidermidis	36.519	0
K00677: UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]	97.486	0
K00677: UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]|g__Chromobacterium.s__Chromobacterium_violaceum	59.392	0
K00677: UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]|g__Escherichia.s__Escherichia_coli	38.094	0
K00681: gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]	12.742	0
K00681: gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]|unclassified	12.742	0
K00684: leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6]	104.173	0
K00684: leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6]|g__Escherichia.s__Escherichia_coli	25.07	0
K00684: leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6]|g__Polaromonas.s__Polaromonas_naphthalenivorans	79.103	0
K00688: glycogen phosphorylase [EC:2.4.1.1]	32.264	0
K00688: glycogen phosphorylase [EC:2.4.1.1]|g__Escherichia.s__Escherichia_coli	4.117	0
K00688: glycogen phosphorylase [EC:2.4.1.1]|g__Polaromonas.s__Polaromonas_naphthalenivorans	28.147	0
K00694: cellulose synthase (UDP-forming) [EC:2.4.1.12]	13.444	0
K00694: cellulose synthase (UDP-forming) [EC:2.4.1.12]|g__Escherichia.s__Escherichia_coli	13.444	0
K00697: trehalose 6-phosphate synthase [EC:2.4.1.15 2.4.1.347]	67.067	0
K00697: trehalose 6-phosphate synthase [EC:2.4.1.15 2.4.1.347]|g__Escherichia.s__Escherichia_coli	67.067	0
K00700: 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]	47.061	0
K00700: 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]|g__Corynebacterium.s__Corynebacterium_glutamicum	38.281	0
K00700: 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]|g__Roseobacter.s__Roseobacter_denitrificans	8.781	0
K00758: thymidine phosphorylase [EC:2.4.2.4]	23.446	0
K00758: thymidine phosphorylase [EC:2.4.2.4]|g__Chromobacterium.s__Chromobacterium_violaceum	3.414	0
K00758: thymidine phosphorylase [EC:2.4.2.4]|g__Escherichia.s__Escherichia_coli	20.032	0
K00759: adenine phosphoribosyltransferase [EC:2.4.2.7]	14.319	0
K00759: adenine phosphoribosyltransferase [EC:2.4.2.7]|g__Corynebacterium.s__Corynebacterium_glutamicum	14.319	0
K00760: hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]	325.555	0
K00760: hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]|g__Corynebacterium.s__Corynebacterium_glutamicum	183.759	0
K00760: hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]|g__Escherichia.s__Escherichia_coli	50.078	0
K00760: hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]|g__Roseobacter.s__Roseobacter_denitrificans	81.986	0
K00760: hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]|unclassified	9.732	0
K00761: uracil phosphoribosyltransferase [EC:2.4.2.9]	117.652	0
K00761: uracil phosphoribosyltransferase [EC:2.4.2.9]|g__Chromobacterium.s__Chromobacterium_violaceum	42.026	0
K00761: uracil phosphoribosyltransferase [EC:2.4.2.9]|g__Corynebacterium.s__Corynebacterium_glutamicum	35.123	0
K00761: uracil phosphoribosyltransferase [EC:2.4.2.9]|g__Escherichia.s__Escherichia_coli	20.413	0
K00761: uracil phosphoribosyltransferase [EC:2.4.2.9]|g__Polaromonas.s__Polaromonas_naphthalenivorans	8.451	0
K00761: uracil phosphoribosyltransferase [EC:2.4.2.9]|g__Roseobacter.s__Roseobacter_denitrificans	11.639	0
K00762: orotate phosphoribosyltransferase [EC:2.4.2.10]	55.746	0
K00762: orotate phosphoribosyltransferase [EC:2.4.2.10]|g__Escherichia.s__Escherichia_coli	55.746	0
K00763: nicotinate phosphoribosyltransferase [EC:6.3.4.21]	43.435	0
K00763: nicotinate phosphoribosyltransferase [EC:6.3.4.21]|g__Escherichia.s__Escherichia_coli	27.455	0
K00763: nicotinate phosphoribosyltransferase [EC:6.3.4.21]|g__Roseobacter.s__Roseobacter_denitrificans	15.98	0
K00764: amidophosphoribosyltransferase [EC:2.4.2.14]	8.452	0
K00764: amidophosphoribosyltransferase [EC:2.4.2.14]|unclassified	8.452	0
K00765: ATP phosphoribosyltransferase [EC:2.4.2.17]	41.972	0
K00765: ATP phosphoribosyltransferase [EC:2.4.2.17]|g__Staphylococcus.s__Staphylococcus_epidermidis	27.801	0
K00765: ATP phosphoribosyltransferase [EC:2.4.2.17]|unclassified	14.171	0
K00766: anthranilate phosphoribosyltransferase [EC:2.4.2.18]	17.058	0
K00766: anthranilate phosphoribosyltransferase [EC:2.4.2.18]|g__Polaromonas.s__Polaromonas_naphthalenivorans	17.058	0
K00768: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]	78.105	0
K00768: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]|g__Escherichia.s__Escherichia_coli	78.105	0
K00769: xanthine phosphoribosyltransferase [EC:2.4.2.22]	66.107	0
K00769: xanthine phosphoribosyltransferase [EC:2.4.2.22]|g__Escherichia.s__Escherichia_coli	66.107	0
K00773: queuine tRNA-ribosyltransferase [EC:2.4.2.29]	27.384	0
K00773: queuine tRNA-ribosyltransferase [EC:2.4.2.29]|g__Escherichia.s__Escherichia_coli	13.501	0
K00773: queuine tRNA-ribosyltransferase [EC:2.4.2.29]|g__Polaromonas.s__Polaromonas_naphthalenivorans	13.883	0
K00783: 23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]	66.048	0
K00783: 23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]|g__Chromobacterium.s__Chromobacterium_violaceum	27.402	0
K00783: 23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]|g__Polaromonas.s__Polaromonas_naphthalenivorans	38.646	0
K00784: ribonuclease Z [EC:3.1.26.11]	186.735	0
K00784: ribonuclease Z [EC:3.1.26.11]|g__Escherichia.s__Escherichia_coli	186.735	0
K00788: thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]	94.559	0
K00788: thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]|g__Corynebacterium.s__Corynebacterium_glutamicum	65.299	0
K00788: thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]|unclassified	29.26	0
K00789: S-adenosylmethionine synthetase [EC:2.5.1.6]	136.52	0
K00789: S-adenosylmethionine synthetase [EC:2.5.1.6]|g__Chromobacterium.s__Chromobacterium_violaceum	81.23	0
K00789: S-adenosylmethionine synthetase [EC:2.5.1.6]|g__Escherichia.s__Escherichia_coli	47.048	0
K00789: S-adenosylmethionine synthetase [EC:2.5.1.6]|unclassified	8.241	0
K00791: tRNA dimethylallyltransferase [EC:2.5.1.75]	83.421	0
K00791: tRNA dimethylallyltransferase [EC:2.5.1.75]|g__Chromobacterium.s__Chromobacterium_violaceum	74.226	0
K00791: tRNA dimethylallyltransferase [EC:2.5.1.75]|g__Polaromonas.s__Polaromonas_naphthalenivorans	9.195	0
K00793: riboflavin synthase [EC:2.5.1.9]	223.601	0
K00793: riboflavin synthase [EC:2.5.1.9]|g__Chromobacterium.s__Chromobacterium_violaceum	180.956	0
K00793: riboflavin synthase [EC:2.5.1.9]|g__Corynebacterium.s__Corynebacterium_glutamicum	42.645	0
K00794: 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	92.235	0
K00794: 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]|g__Corynebacterium.s__Corynebacterium_glutamicum	64.203	0
K00794: 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]|g__Polaromonas.s__Polaromonas_naphthalenivorans	28.032	0
K00796: dihydropteroate synthase [EC:2.5.1.15]	25.075	0
K00796: dihydropteroate synthase [EC:2.5.1.15]|g__Chromobacterium.s__Chromobacterium_violaceum	25.075	0
K00798: cob(I)alamin adenosyltransferase [EC:2.5.1.17]	40.147	0
K00798: cob(I)alamin adenosyltransferase [EC:2.5.1.17]|g__Chromobacterium.s__Chromobacterium_violaceum	40.147	0
K00799: glutathione S-transferase [EC:2.5.1.18]	188.735	0
K00799: glutathione S-transferase [EC:2.5.1.18]|g__Escherichia.s__Escherichia_coli	87.863	0
K00799: glutathione S-transferase [EC:2.5.1.18]|g__Polaromonas.s__Polaromonas_naphthalenivorans	17.536	0
K00799: glutathione S-transferase [EC:2.5.1.18]|g__Roseobacter.s__Roseobacter_denitrificans	83.337	0
K00800: 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]	105.624	0
K00800: 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]|g__Chromobacterium.s__Chromobacterium_violaceum	76.178	0
K00800: 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]|g__Escherichia.s__Escherichia_coli	11.331	0
K00800: 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]|unclassified	18.115	0
K00806: undecaprenyl diphosphate synthase [EC:2.5.1.31]	30.781	0
K00806: undecaprenyl diphosphate synthase [EC:2.5.1.31]|g__Escherichia.s__Escherichia_coli	30.781	0
K00813: aspartate aminotransferase [EC:2.6.1.1]	6.964	0
K00813: aspartate aminotransferase [EC:2.6.1.1]|unclassified	6.964	0
K00817: histidinol-phosphate aminotransferase [EC:2.6.1.9]	30.712	0
K00817: histidinol-phosphate aminotransferase [EC:2.6.1.9]|g__Chromobacterium.s__Chromobacterium_violaceum	30.712	0
K00819: ornithine--oxo-acid transaminase [EC:2.6.1.13]	73.083	0
K00819: ornithine--oxo-acid transaminase [EC:2.6.1.13]|g__Staphylococcus.s__Staphylococcus_epidermidis	73.083	0
K00820: glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]	24.726	0
K00820: glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]|g__Chromobacterium.s__Chromobacterium_violaceum	12.267	0
K00820: glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]|g__Polaromonas.s__Polaromonas_naphthalenivorans	12.46	0
K00831: phosphoserine aminotransferase [EC:2.6.1.52]	45.598	0
K00831: phosphoserine aminotransferase [EC:2.6.1.52]|g__Escherichia.s__Escherichia_coli	26.772	0
K00831: phosphoserine aminotransferase [EC:2.6.1.52]|g__Polaromonas.s__Polaromonas_naphthalenivorans	18.827	0
K00832: aromatic-amino-acid transaminase [EC:2.6.1.57]	30.389	0
K00832: aromatic-amino-acid transaminase [EC:2.6.1.57]|g__Chromobacterium.s__Chromobacterium_violaceum	17.828	0
K00832: aromatic-amino-acid transaminase [EC:2.6.1.57]|g__Polaromonas.s__Polaromonas_naphthalenivorans	12.561	0
K00833: adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]	27.73	0
K00833: adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]|g__Escherichia.s__Escherichia_coli	27.73	0
K00835: valine--pyruvate aminotransferase [EC:2.6.1.66]	3.475	0
K00835: valine--pyruvate aminotransferase [EC:2.6.1.66]|unclassified	3.475	0
K00840: succinylornithine aminotransferase [EC:2.6.1.81]	35.757	0
K00840: succinylornithine aminotransferase [EC:2.6.1.81]|g__Chromobacterium.s__Chromobacterium_violaceum	5.001	0
K00840: succinylornithine aminotransferase [EC:2.6.1.81]|g__Escherichia.s__Escherichia_coli	30.756	0
K00845: glucokinase [EC:2.7.1.2]	54.963	0
K00845: glucokinase [EC:2.7.1.2]|g__Escherichia.s__Escherichia_coli	54.963	0
K00847: fructokinase [EC:2.7.1.4]	29.214	0
K00847: fructokinase [EC:2.7.1.4]|g__Escherichia.s__Escherichia_coli	12.347	0
K00847: fructokinase [EC:2.7.1.4]|g__Staphylococcus.s__Staphylococcus_epidermidis	16.867	0
K00850: 6-phosphofructokinase 1 [EC:2.7.1.11]	27.786	0
K00850: 6-phosphofructokinase 1 [EC:2.7.1.11]|g__Escherichia.s__Escherichia_coli	22.698	0
K00850: 6-phosphofructokinase 1 [EC:2.7.1.11]|unclassified	5.088	0
K00857: thymidine kinase [EC:2.7.1.21]	102.066	0
K00857: thymidine kinase [EC:2.7.1.21]|g__Escherichia.s__Escherichia_coli	102.066	0
K00858: NAD+ kinase [EC:2.7.1.23]	34.284	0
K00858: NAD+ kinase [EC:2.7.1.23]|g__Corynebacterium.s__Corynebacterium_glutamicum	24.038	0
K00858: NAD+ kinase [EC:2.7.1.23]|unclassified	10.246	0
K00859: dephospho-CoA kinase [EC:2.7.1.24]	57.487	0
K00859: dephospho-CoA kinase [EC:2.7.1.24]|g__Chromobacterium.s__Chromobacterium_violaceum	22.206	0
