# Gene Family	SRS1007613.rxn	tiny-test-data-mt.rxn
3-OXOADIPATE-COA-TRANSFERASE-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	58.452	0
3-OXOSTEROID-1-DEHYDROGENASE-RXN: NO_NAME	4.087	0
3-OXOSTEROID-1-DEHYDROGENASE-RXN: NO_NAME|unclassified	4.087	0
3.1.1.64-RXN: all-trans-retinyl-palmitate hydrolase	3.913	0
3.1.1.64-RXN: all-trans-retinyl-palmitate hydrolase|unclassified	3.913	0
3.1.11.1-RXN: NO_NAME	35.291	0
3.1.11.1-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	20.969	0
3.1.11.1-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	14.321	0
3.1.11.2-RXN: NO_NAME	637.928	0
3.1.11.2-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	23.647	0
3.1.11.2-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	505.47	0
3.1.11.2-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	19.326	0
3.1.11.2-RXN: NO_NAME|unclassified	89.485	0
3.1.11.6-RXN: NO_NAME	636.809	0
3.1.11.6-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	10.84	0
3.1.11.6-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	591.884	0
3.1.11.6-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	34.085	0
3.1.13.1-RXN: Exoribonuclease II	179.523	0
3.1.13.1-RXN: Exoribonuclease II|g__Chromobacterium.s__Chromobacterium_violaceum	17.468	0
3.1.13.1-RXN: Exoribonuclease II|g__Escherichia.s__Escherichia_coli	131.902	0
3.1.13.1-RXN: Exoribonuclease II|unclassified	30.153	0
3.1.13.5-RXN: NO_NAME	38.745	0
3.1.13.5-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	38.745	0
3.1.2.14-RXN: NO_NAME	61.445	0
3.1.2.14-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	61.445	0
3.1.21.2-RXN: NO_NAME	42.034	0
3.1.21.2-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	42.034	0
3.1.21.4-RXN: NO_NAME	10.906	0
3.1.21.4-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	10.906	0
3.1.21.7-RXN: NO_NAME	81.749	0
3.1.21.7-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	27.079	0
3.1.21.7-RXN: NO_NAME|unclassified	54.67	0
3.1.26.12-RXN: NO_NAME	22.695	0
3.1.26.12-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	12.247	0
3.1.26.12-RXN: NO_NAME|unclassified	10.448	0
3.1.26.3-RXN: NO_NAME	122.682	0
3.1.26.3-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	38.585	0
3.1.26.3-RXN: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	9.795	0
3.1.26.3-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	38.745	0
3.1.26.3-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	35.557	0
3.1.26.4-RXN: NO_NAME	321.444	0
3.1.26.4-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	68.596	0
3.1.26.4-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	26.017	0
3.1.26.4-RXN: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	136.598	0
3.1.26.4-RXN: NO_NAME|unclassified	90.233	0
3.1.27.3-RXN: NO_NAME	16.314	0
3.1.27.3-RXN: NO_NAME|unclassified	16.314	0
3.1.27.6-RXN: NO_NAME	78.798	0
3.1.27.6-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	40.957	0
3.1.27.6-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	37.841	0
3.1.3.16-RXN: NO_NAME	102.429	0
3.1.3.16-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	102.429	0
3.1.3.68-RXN: NO_NAME	48.387	0
3.1.3.68-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	48.387	0
3.1.3.70-RXN: NO_NAME	24.811	0
3.1.3.70-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	24.811	0
3.1.3.74-RXN: NO_NAME	38.999	0
3.1.3.74-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	38.999	0
3.1.31.1-RXN: NO_NAME	43.28	0
3.1.31.1-RXN: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	43.28	0
3.1.4.1-RXN: NO_NAME	21.2	0
3.1.4.1-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	21.2	0
3.1.4.14-RXN: NO_NAME	174.965	0
3.1.4.14-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	174.965	0
3.2.1.10-RXN: NO_NAME	15.89	0
3.2.1.10-RXN: NO_NAME|unclassified	15.89	0
3.2.1.17-RXN: NO_NAME	414.265	0
3.2.1.17-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	60.312	0
3.2.1.17-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	331.637	0
3.2.1.17-RXN: NO_NAME|unclassified	22.316	0
3.2.1.21-RXN: NO_NAME	114.32	0
3.2.1.21-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	83.401	0
3.2.1.21-RXN: NO_NAME|unclassified	30.919	0
3.2.1.23-RXN: NO_NAME	265.969	0
3.2.1.23-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	145.717	0
3.2.1.23-RXN: NO_NAME|unclassified	120.252	0
3.2.1.52-RXN: NO_NAME	53.552	0
3.2.1.52-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	5.077	0
3.2.1.52-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	22.698	0
3.2.1.52-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	6.569	0
3.2.1.52-RXN: NO_NAME|unclassified	19.208	0
3.2.2.10-RXN: NO_NAME	25.907	0
3.2.2.10-RXN: NO_NAME|unclassified	25.907	0
3.2.2.23-RXN: NO_NAME	77.928	0
3.2.2.23-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	77.928	0
3.4.11.1-RXN: NO_NAME	71.299	0
3.4.11.1-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	59.557	0
3.4.11.1-RXN: NO_NAME|unclassified	11.742	0
3.4.11.10-RXN: NO_NAME	59.557	0
3.4.11.10-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	59.557	0
3.4.11.18-RXN: NO_NAME	54.855	0
3.4.11.18-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	32.366	0
3.4.11.18-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	13.313	0
3.4.11.18-RXN: NO_NAME|unclassified	9.177	0
3.4.11.2-RXN: NO_NAME	193.281	0
3.4.11.2-RXN: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	11.871	0
3.4.11.2-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	143.149	0
3.4.11.2-RXN: NO_NAME|unclassified	38.261	0
3.4.11.4-RXN: NO_NAME	16.841	0
3.4.11.4-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	16.841	0
3.4.11.5-RXN: NO_NAME	11.863	0
3.4.11.5-RXN: NO_NAME|unclassified	11.863	0
3.4.11.6-RXN: NO_NAME	43.919	0
3.4.11.6-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	43.919	0
3.4.13.18-RXN: NO_NAME	39.904	0
3.4.13.18-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	39.904	0
3.4.13.21-RXN: NO_NAME	95.945	0
3.4.13.21-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	95.945	0
3.4.13.9-RXN: NO_NAME	26.144	0
3.4.13.9-RXN: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	11.699	0
3.4.13.9-RXN: NO_NAME|unclassified	14.445	0
3.4.15.5-RXN: NO_NAME	23.146	0
3.4.15.5-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	15.31	0
3.4.15.5-RXN: NO_NAME|unclassified	7.836	0
3.4.16.4-RXN: NO_NAME	283.917	0
3.4.16.4-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	23.579	0
3.4.16.4-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	158.601	0
3.4.16.4-RXN: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	10.446	0
3.4.16.4-RXN: NO_NAME|unclassified	91.291	0
3.4.17.13-RXN: NO_NAME	624.354	0
3.4.17.13-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	624.354	0
3.4.17.14-RXN: NO_NAME	23.406	0
3.4.17.14-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	23.406	0
3.4.17.19-RXN: NO_NAME	15.794	0
3.4.17.19-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	15.794	0
3.4.21.100-RXN: NO_NAME	21.272	0
3.4.21.100-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	21.272	0
3.4.21.102-RXN: NO_NAME	72.855	0
3.4.21.102-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	15.12	0
3.4.21.102-RXN: NO_NAME|unclassified	57.735	0
3.4.21.105-RXN: NO_NAME	23.415	0
3.4.21.105-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	23.415	0
3.4.21.107-RXN: NO_NAME	227.182	0
3.4.21.107-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	101.763	0
3.4.21.107-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	29.324	0
3.4.21.107-RXN: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	25.517	0
3.4.21.107-RXN: NO_NAME|unclassified	70.578	0
3.4.21.53-RXN: NO_NAME	237.915	0
3.4.21.53-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	3.944	0
3.4.21.53-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	151.546	0
3.4.21.53-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	26.337	0
3.4.21.53-RXN: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	5.647	0
3.4.21.53-RXN: NO_NAME|unclassified	50.44	0
3.4.21.83-RXN: NO_NAME	207.18	0
3.4.21.83-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	207.18	0
3.4.21.88-RXN: NO_NAME	181.238	0
3.4.21.88-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	38.87	0
3.4.21.88-RXN: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	14.116	0
3.4.21.88-RXN: NO_NAME|unclassified	128.252	0
3.4.21.89-RXN: NO_NAME	113.186	0
3.4.21.89-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	31.163	0
3.4.21.89-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	64.011	0
3.4.21.89-RXN: NO_NAME|unclassified	18.012	0
3.4.21.92-RXN: NO_NAME	69.896	0
3.4.21.92-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	16.051	0
3.4.21.92-RXN: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	53.846	0
3.4.23.36-RXN: NO_NAME	85.286	0
3.4.23.36-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	75.105	0
3.4.23.36-RXN: NO_NAME|unclassified	10.181	0
3.4.23.43-RXN: NO_NAME	91.944	0
3.4.23.43-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	67.329	0
3.4.23.43-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	24.614	0
3.4.24.26-RXN: NO_NAME	7.761	0
3.4.24.26-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	7.761	0
3.4.24.32-RXN: NO_NAME	40.391	0
3.4.24.32-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	40.391	0
3.4.24.55-RXN: NO_NAME	64.147	0
3.4.24.55-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	26.367	0
3.4.24.55-RXN: NO_NAME|unclassified	37.78	0
3.4.24.70-RXN: NO_NAME	20.544	0
3.4.24.70-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	9.249	0
3.4.24.70-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	11.295	0
3.4.24.75-RXN: NO_NAME	90.766	0
3.4.24.75-RXN: NO_NAME|unclassified	90.766	0
3.5.1.27-RXN: NO_NAME	176.675	0
3.5.1.27-RXN: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	83.725	0
3.5.1.27-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	33.172	0
3.5.1.27-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	59.778	0
3.5.1.80-RXN: N-acetylgalactosamine-6-phosphate deacetylase	231.914	0
3.5.1.80-RXN: N-acetylgalactosamine-6-phosphate deacetylase|g__Escherichia.s__Escherichia_coli	156.818	0
3.5.1.80-RXN: N-acetylgalactosamine-6-phosphate deacetylase|unclassified	75.096	0
3.5.1.88-RXN: NO_NAME	176.675	0
3.5.1.88-RXN: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	83.725	0
3.5.1.88-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	33.172	0
3.5.1.88-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	59.778	0
3.5.1.91-RXN: NO_NAME	17.456	0
3.5.1.91-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	17.456	0
3.6.1.41-RXN: NO_NAME	6.532	0
3.6.1.41-RXN: NO_NAME|unclassified	6.532	0
3.6.3.12-RXN: NO_NAME	9.236	0
3.6.3.12-RXN: NO_NAME|unclassified	9.236	0
3.6.3.16-RXN: NO_NAME	18.238	0
3.6.3.16-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	18.238	0
3.6.3.17-RXN: NO_NAME	490.754	0
3.6.3.17-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	124.884	0
3.6.3.17-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	71.767	0
3.6.3.17-RXN: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	15.672	0
3.6.3.17-RXN: NO_NAME|unclassified	278.432	0
3.6.3.19-RXN: NO_NAME	32.264	0
3.6.3.19-RXN: NO_NAME|unclassified	32.264	0
3.6.3.2-RXN: NO_NAME	79.491	0
3.6.3.2-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	37.092	0
3.6.3.2-RXN: NO_NAME|unclassified	42.4	0
3.6.3.20-RXN: NO_NAME	105.458	0
3.6.3.20-RXN: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	10.194	0
3.6.3.20-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	95.264	0
3.6.3.24-RXN: NO_NAME	22.477	0
3.6.3.24-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	22.477	0
3.6.3.25-RXN: NO_NAME	6.452	0
3.6.3.25-RXN: NO_NAME|unclassified	6.452	0
3.6.3.28-RXN: NO_NAME	33.556	0
3.6.3.28-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	12.799	0
3.6.3.28-RXN: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	20.757	0
3.6.3.3-RXN: NO_NAME	88.913	0
3.6.3.3-RXN: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	25.757	0
3.6.3.3-RXN: NO_NAME|unclassified	63.156	0
3.6.3.31-RXN: NO_NAME	193.313	0
3.6.3.31-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	129.27	0
3.6.3.31-RXN: NO_NAME|unclassified	64.043	0
3.6.3.34-RXN: NO_NAME	174.14	0
3.6.3.34-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	137.37	0
3.6.3.34-RXN: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	36.77	0
3.6.3.4-RXN: NO_NAME	57.85	0
3.6.3.4-RXN: NO_NAME|unclassified	57.85	0
3.6.3.42-RXN: NO_NAME	50.929	0
3.6.3.42-RXN: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	50.929	0
3.6.3.44-RXN: NO_NAME	55.551	0
3.6.3.44-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	32.362	0
3.6.3.44-RXN: NO_NAME|unclassified	23.188	0
3.6.3.53-RXN: NO_NAME	41.99	0
3.6.3.53-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	1.725	0
3.6.3.53-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	40.265	0
325-BISPHOSPHATE-NUCLEOTIDASE-RXN: NO_NAME	447.259	0
325-BISPHOSPHATE-NUCLEOTIDASE-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	35.984	0
325-BISPHOSPHATE-NUCLEOTIDASE-RXN: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	36.69	0
325-BISPHOSPHATE-NUCLEOTIDASE-RXN: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	368.978	0
325-BISPHOSPHATE-NUCLEOTIDASE-RXN: NO_NAME|unclassified	5.606	0
3PGAREARR-RXN: NO_NAME	17.7	0
3PGAREARR-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	14.304	0
3PGAREARR-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	3.396	0
4-HYDROXYBENZOATE--COA-LIGASE-RXN: NO_NAME	42.752	0
4-HYDROXYBENZOATE--COA-LIGASE-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	42.752	0
4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN: NO_NAME	17.743	0
4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	13.454	0
4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	4.289	0
4.1.1.68-RXN: NO_NAME	40.829	0
4.1.1.68-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	40.829	0
4.1.1.77-RXN: NO_NAME	17.249	0
4.1.1.77-RXN: NO_NAME|unclassified	17.249	0
4.1.1.83-RXN: NO_NAME	65.216	0
4.1.1.83-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	32.853	0
4.1.1.83-RXN: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	32.362	0
4.1.2.20-RXN: NO_NAME	130.483	0
4.1.2.20-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	86.25	0
4.1.2.20-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	44.233	0
4.1.3.17-RXN: 4-hydroxy-4-methyl-2-oxoglutarate aldolase	190.683	0
4.1.3.17-RXN: 4-hydroxy-4-methyl-2-oxoglutarate aldolase|g__Corynebacterium.s__Corynebacterium_glutamicum	88.457	0
4.1.3.17-RXN: 4-hydroxy-4-methyl-2-oxoglutarate aldolase|g__Polaromonas.s__Polaromonas_naphthalenivorans	102.226	0
4.1.99.4-RXN: NO_NAME	11.07	0
4.1.99.4-RXN: NO_NAME|unclassified	11.07	0
4.2.1.41-RXN: NO_NAME	56.985	0
4.2.1.41-RXN: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	56.985	0
4.2.1.58-RXN: (3R)-3-hydroxybutanoyl-[acyl-carrier-protein] hydratase	63.555	0
4.2.1.58-RXN: (3R)-3-hydroxybutanoyl-[acyl-carrier-protein] hydratase|g__Escherichia.s__Escherichia_coli	15.251	0
4.2.1.58-RXN: (3R)-3-hydroxybutanoyl-[acyl-carrier-protein] hydratase|g__Staphylococcus.s__Staphylococcus_epidermidis	37.91	0
4.2.1.58-RXN: (3R)-3-hydroxybutanoyl-[acyl-carrier-protein] hydratase|unclassified	10.393	0
4.2.1.59-RXN: 3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase	63.555	0
4.2.1.59-RXN: 3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase|g__Escherichia.s__Escherichia_coli	15.251	0
4.2.1.59-RXN: 3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase|g__Staphylococcus.s__Staphylococcus_epidermidis	37.91	0
4.2.1.59-RXN: 3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase|unclassified	10.393	0
4.2.1.61-RXN: 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase	63.555	0
4.2.1.61-RXN: 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase|g__Escherichia.s__Escherichia_coli	15.251	0
4.2.1.61-RXN: 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase|g__Staphylococcus.s__Staphylococcus_epidermidis	37.91	0
4.2.1.61-RXN: 3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase|unclassified	10.393	0
4.2.1.99-RXN: NO_NAME	28.537	0
4.2.1.99-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	1.62	0
4.2.1.99-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	20.484	0
4.2.1.99-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	6.433	0
4.2.99.18-RXN: NO_NAME	106.29	0
4.2.99.18-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	106.29	0
4.3.1.17-RXN: NO_NAME	587.531	0
4.3.1.17-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	300.319	0
4.3.1.17-RXN: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	16.517	0
4.3.1.17-RXN: NO_NAME|unclassified	270.695	0
45-DIHYDROXYPHTHALATE-DECARBOXYLASE-RXN: NO_NAME	61.338	0
45-DIHYDROXYPHTHALATE-DECARBOXYLASE-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	61.338	0
4OH2OXOGLUTARALDOL-RXN: NO_NAME	31.343	0
4OH2OXOGLUTARALDOL-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	31.343	0
5-AMINOLEVULINIC-ACID-SYNTHASE-RXN: NO_NAME	28.878	0
5-AMINOLEVULINIC-ACID-SYNTHASE-RXN: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	28.878	0
5-DEHYDRO-2-DEOXYGLUCONOKINASE-RXN: NO_NAME	11.276	0
5-DEHYDRO-2-DEOXYGLUCONOKINASE-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	11.276	0
5-FORMYL-THF-CYCLO-LIGASE-RXN: NO_NAME	69.91	0
5-FORMYL-THF-CYCLO-LIGASE-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	69.91	0
5-NUCLEOTID-RXN: NO_NAME	230.506	0
5-NUCLEOTID-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	185.132	0
5-NUCLEOTID-RXN: NO_NAME|unclassified	45.375	0
5-OXOPROLINASE-ATP-HYDROLYSING-RXN: NO_NAME	6.318	0
5-OXOPROLINASE-ATP-HYDROLYSING-RXN: NO_NAME|unclassified	6.318	0
5.1.2.3-RXN: NO_NAME	43.597	0
5.1.2.3-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	23.694	0
5.1.2.3-RXN: NO_NAME|unclassified	19.903	0
5.1.3.20-RXN: NO_NAME	66.927	0
5.1.3.20-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	7.805	0
5.1.3.20-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	7.413	0
5.1.3.20-RXN: NO_NAME|unclassified	51.71	0
5.1.3.9-RXN: NO_NAME	28.728	0
5.1.3.9-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	28.728	0
5.3.1.17-RXN: NO_NAME	35.954	0
5.3.1.17-RXN: NO_NAME|unclassified	35.954	0
5.3.3.14-RXN: NO_NAME	25.644	0
5.3.3.14-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	15.251	0
5.3.3.14-RXN: NO_NAME|unclassified	10.393	0
5.4.99.15-RXN: NO_NAME	45.525	0
5.4.99.15-RXN: NO_NAME|unclassified	45.525	0
5.5.1.2-RXN: NO_NAME	76.272	0
5.5.1.2-RXN: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	41.957	0
5.5.1.2-RXN: NO_NAME|unclassified	34.315	0
5.99.1.2-RXN: NO_NAME	327.316	0
5.99.1.2-RXN: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	16.07	0
5.99.1.2-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	174.735	0
5.99.1.2-RXN: NO_NAME|unclassified	136.511	0
5.99.1.3-RXN: NO_NAME	305.555	0
5.99.1.3-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	170.494	0
5.99.1.3-RXN: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	3.967	0
5.99.1.3-RXN: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	42.054	0
5.99.1.3-RXN: NO_NAME|unclassified	89.039	0
6-PHOSPHO-BETA-GALACTOSIDASE-RXN: NO_NAME	19.561	0
6-PHOSPHO-BETA-GALACTOSIDASE-RXN: NO_NAME|unclassified	19.561	0
6-PHOSPHO-BETA-GLUCOSIDASE-RXN: NO_NAME	257.934	0
6-PHOSPHO-BETA-GLUCOSIDASE-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	192.286	0
6-PHOSPHO-BETA-GLUCOSIDASE-RXN: NO_NAME|unclassified	65.648	0
6.3.2.10-RXN: NO_NAME	98.945	0
6.3.2.10-RXN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	16.119	0
6.3.2.10-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	34.614	0
6.3.2.10-RXN: NO_NAME|unclassified	48.213	0
6.3.2.7-RXN: NO_NAME	31.265	0
6.3.2.7-RXN: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	31.265	0
6.4.1.6-RXN: NO_NAME	44.538	0
6.4.1.6-RXN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	44.538	0
6PFRUCTPHOS-RXN: NO_NAME	96.411	0
6PFRUCTPHOS-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	22.698	0
6PFRUCTPHOS-RXN: NO_NAME|unclassified	73.713	0
6PGLUCONDEHYDROG-RXN: phosphogluconate dehydrogenase [NAD(P)+-dependent, decarboxylating]	17.856	0
6PGLUCONDEHYDROG-RXN: phosphogluconate dehydrogenase [NAD(P)+-dependent, decarboxylating]|g__Corynebacterium.s__Corynebacterium_glutamicum	14.59	0
6PGLUCONDEHYDROG-RXN: phosphogluconate dehydrogenase [NAD(P)+-dependent, decarboxylating]|g__Escherichia.s__Escherichia_coli	3.265	0
6PGLUCONOLACT-RXN: NO_NAME	45.24	0
6PGLUCONOLACT-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	20.394	0
6PGLUCONOLACT-RXN: NO_NAME|unclassified	24.846	0
7KAPSYN-RXN: NO_NAME	77.348	0
7KAPSYN-RXN: NO_NAME|g__Escherichia.s__Escherichia_coli	29.802	0
7KAPSYN-RXN: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	41.469	0
