# Gene Family	SRS1007613.level4ec	tiny-test-data-mt.level4ec
1.17.4.1: Ribonucleoside-diphosphate reductase|g__Escherichia.s__Escherichia_coli	164.61	0
1.17.4.1: Ribonucleoside-diphosphate reductase|g__Staphylococcus.s__Staphylococcus_epidermidis	148.06	0
1.17.4.1: Ribonucleoside-diphosphate reductase|unclassified	75.276	0
1.17.4.2: Ribonucleoside-triphosphate reductase	172.097	0
1.17.4.2: Ribonucleoside-triphosphate reductase|g__Chromobacterium.s__Chromobacterium_violaceum	13.148	0
1.17.4.2: Ribonucleoside-triphosphate reductase|g__Escherichia.s__Escherichia_coli	61.789	0
1.17.4.2: Ribonucleoside-triphosphate reductase|g__Staphylococcus.s__Staphylococcus_epidermidis	26.274	0
1.17.4.2: Ribonucleoside-triphosphate reductase|unclassified	70.887	0
1.17.7.1: (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (ferredoxin)	42.434	0
1.17.7.1: (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (ferredoxin)|unclassified	42.434	0
1.17.7.3: (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)	39.958	0
1.17.7.3: (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)|g__Chromobacterium.s__Chromobacterium_violaceum	8.574	0
1.17.7.3: (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)|g__Polaromonas.s__Polaromonas_naphthalenivorans	8.209	0
1.17.7.3: (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)|g__Roseobacter.s__Roseobacter_denitrificans	23.174	0
1.17.7.4: NO_NAME	79.371	0
1.17.7.4: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	8.293	0
1.17.7.4: NO_NAME|g__Escherichia.s__Escherichia_coli	5.084	0
1.17.7.4: NO_NAME|unclassified	65.994	0
1.17.99.6: Epoxyqueuosine reductase	13.4	0
1.17.99.6: Epoxyqueuosine reductase|g__Escherichia.s__Escherichia_coli	13.4	0
1.17.99.7: NO_NAME	23.143	0
1.17.99.7: NO_NAME|g__Escherichia.s__Escherichia_coli	23.143	0
1.18.1.1: Rubredoxin--NAD(+) reductase	7.806	0
1.18.1.1: Rubredoxin--NAD(+) reductase|unclassified	7.806	0
1.18.1.2: Ferredoxin--NADP(+) reductase	41.075	0
1.18.1.2: Ferredoxin--NADP(+) reductase|g__Corynebacterium.s__Corynebacterium_glutamicum	41.075	0
1.18.1.3: Ferredoxin--NAD(+) reductase	179.862	0
1.18.1.3: Ferredoxin--NAD(+) reductase|g__Escherichia.s__Escherichia_coli	113.614	0
1.18.1.3: Ferredoxin--NAD(+) reductase|unclassified	66.248	0
1.2.1.10: Acetaldehyde dehydrogenase (acetylating)	98.794	0
1.2.1.10: Acetaldehyde dehydrogenase (acetylating)|g__Polaromonas.s__Polaromonas_naphthalenivorans	47.767	0
1.2.1.10: Acetaldehyde dehydrogenase (acetylating)|unclassified	51.027	0
1.2.1.11: Aspartate-semialdehyde dehydrogenase	51.61	0
1.2.1.11: Aspartate-semialdehyde dehydrogenase|g__Chromobacterium.s__Chromobacterium_violaceum	4.186	0
1.2.1.11: Aspartate-semialdehyde dehydrogenase|g__Escherichia.s__Escherichia_coli	22.646	0
1.2.1.11: Aspartate-semialdehyde dehydrogenase|g__Polaromonas.s__Polaromonas_naphthalenivorans	24.778	0
1.2.1.12: Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	71.593	0
1.2.1.12: Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)|g__Polaromonas.s__Polaromonas_naphthalenivorans	71.593	0
1.2.1.16: Succinate-semialdehyde dehydrogenase (NAD(P)(+))	241.822	0
1.2.1.16: Succinate-semialdehyde dehydrogenase (NAD(P)(+))|g__Escherichia.s__Escherichia_coli	121.621	0
1.2.1.16: Succinate-semialdehyde dehydrogenase (NAD(P)(+))|unclassified	120.201	0
1.2.1.19: Aminobutyraldehyde dehydrogenase	911.746	0
1.2.1.19: Aminobutyraldehyde dehydrogenase|g__Escherichia.s__Escherichia_coli	911.746	0
1.2.1.22: Lactaldehyde dehydrogenase	64.992	0
1.2.1.22: Lactaldehyde dehydrogenase|g__Escherichia.s__Escherichia_coli	44.12	0
1.2.1.22: Lactaldehyde dehydrogenase|unclassified	20.871	0
1.2.1.28: Benzaldehyde dehydrogenase (NAD(+))	63.228	0
1.2.1.28: Benzaldehyde dehydrogenase (NAD(+))|unclassified	63.228	0
1.2.1.38: N-acetyl-gamma-glutamyl-phosphate reductase	63.419	0
1.2.1.38: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	63.419	0
1.2.1.39: Phenylacetaldehyde dehydrogenase	151.959	0
1.2.1.39: Phenylacetaldehyde dehydrogenase|g__Escherichia.s__Escherichia_coli	88.285	0
1.2.1.39: Phenylacetaldehyde dehydrogenase|unclassified	63.674	0
1.2.1.3: Aldehyde dehydrogenase (NAD(+))	93.025	0
1.2.1.3: Aldehyde dehydrogenase (NAD(+))|g__Chromobacterium.s__Chromobacterium_violaceum	17.966	0
1.2.1.3: Aldehyde dehydrogenase (NAD(+))|g__Corynebacterium.s__Corynebacterium_glutamicum	18.25	0
1.2.1.3: Aldehyde dehydrogenase (NAD(+))|g__Polaromonas.s__Polaromonas_naphthalenivorans	19.747	0
1.2.1.3: Aldehyde dehydrogenase (NAD(+))|g__Staphylococcus.s__Staphylococcus_epidermidis	24.299	0
1.2.1.3: Aldehyde dehydrogenase (NAD(+))|unclassified	12.764	0
1.2.1.41: Glutamate-5-semialdehyde dehydrogenase	42.478	0
1.2.1.41: Glutamate-5-semialdehyde dehydrogenase|g__Corynebacterium.s__Corynebacterium_glutamicum	19.454	0
1.2.1.41: Glutamate-5-semialdehyde dehydrogenase|unclassified	23.024	0
1.2.1.5: Aldehyde dehydrogenase (NAD(P)(+))	42.357	0
1.2.1.5: Aldehyde dehydrogenase (NAD(P)(+))|g__Chromobacterium.s__Chromobacterium_violaceum	26.51	0
1.2.1.5: Aldehyde dehydrogenase (NAD(P)(+))|g__Escherichia.s__Escherichia_coli	2.979	0
1.2.1.5: Aldehyde dehydrogenase (NAD(P)(+))|unclassified	12.867	0
1.2.1.60: 5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase	90.468	0
1.2.1.60: 5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase|g__Escherichia.s__Escherichia_coli	90.468	0
1.2.1.65: Salicylaldehyde dehydrogenase	10.56	0
1.2.1.65: Salicylaldehyde dehydrogenase|g__Polaromonas.s__Polaromonas_naphthalenivorans	10.56	0
1.2.1.67: Vanillin dehydrogenase	73.746	0
1.2.1.67: Vanillin dehydrogenase|g__Polaromonas.s__Polaromonas_naphthalenivorans	10.518	0
1.2.1.67: Vanillin dehydrogenase|unclassified	63.228	0
1.2.1.70: Glutamyl-tRNA reductase	182.857	0
1.2.1.70: Glutamyl-tRNA reductase|g__Chromobacterium.s__Chromobacterium_violaceum	9.985	0
1.2.1.70: Glutamyl-tRNA reductase|g__Escherichia.s__Escherichia_coli	142.163	0
1.2.1.70: Glutamyl-tRNA reductase|g__Polaromonas.s__Polaromonas_naphthalenivorans	30.709	0
1.2.1.71: Succinylglutamate-semialdehyde dehydrogenase	138.634	0
1.2.1.71: Succinylglutamate-semialdehyde dehydrogenase|g__Chromobacterium.s__Chromobacterium_violaceum	3.846	0
1.2.1.71: Succinylglutamate-semialdehyde dehydrogenase|g__Escherichia.s__Escherichia_coli	20.373	0
1.2.1.71: Succinylglutamate-semialdehyde dehydrogenase|g__Staphylococcus.s__Staphylococcus_epidermidis	9.638	0
1.2.1.71: Succinylglutamate-semialdehyde dehydrogenase|unclassified	104.777	0
1.2.1.72: Erythrose-4-phosphate dehydrogenase	43.762	0
1.2.1.72: Erythrose-4-phosphate dehydrogenase|g__Escherichia.s__Escherichia_coli	22.399	0
1.2.1.72: Erythrose-4-phosphate dehydrogenase|unclassified	21.363	0
1.2.1.76: Succinate-semialdehyde dehydrogenase (acetylating)	19.772	0
1.2.1.76: Succinate-semialdehyde dehydrogenase (acetylating)|unclassified	19.772	0
1.2.1.77: 3,4-dehydroadipyl-CoA semialdehyde dehydrogenase (NADP(+))	234.25	0
1.2.1.77: 3,4-dehydroadipyl-CoA semialdehyde dehydrogenase (NADP(+))|g__Escherichia.s__Escherichia_coli	43.789	0
1.2.1.77: 3,4-dehydroadipyl-CoA semialdehyde dehydrogenase (NADP(+))|unclassified	190.461	0
1.2.1.79: Succinate-semialdehyde dehydrogenase (NADP(+))	126.733	0
1.2.1.79: Succinate-semialdehyde dehydrogenase (NADP(+))|g__Escherichia.s__Escherichia_coli	52.376	0
1.2.1.79: Succinate-semialdehyde dehydrogenase (NADP(+))|unclassified	74.357	0
1.2.1.88: L-glutamate gamma-semialdehyde dehydrogenase	87.825	0
1.2.1.88: L-glutamate gamma-semialdehyde dehydrogenase|g__Escherichia.s__Escherichia_coli	12.597	0
1.2.1.88: L-glutamate gamma-semialdehyde dehydrogenase|unclassified	75.228	0
1.2.1.8: Betaine-aldehyde dehydrogenase	318.541	0
1.2.1.8: Betaine-aldehyde dehydrogenase|g__Escherichia.s__Escherichia_coli	301.238	0
1.2.1.8: Betaine-aldehyde dehydrogenase|unclassified	17.302	0
1.2.1.91: 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase	10.212	0
1.2.1.91: 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase|unclassified	10.212	0
1.2.3.3: Pyruvate oxidase	29.899	0
1.2.3.3: Pyruvate oxidase|unclassified	29.899	0
1.2.4.1: Pyruvate dehydrogenase (acetyl-transferring)	94.891	0
1.2.4.1: Pyruvate dehydrogenase (acetyl-transferring)|g__Corynebacterium.s__Corynebacterium_glutamicum	13.129	0
1.2.4.1: Pyruvate dehydrogenase (acetyl-transferring)|g__Roseobacter.s__Roseobacter_denitrificans	12.865	0
1.2.4.1: Pyruvate dehydrogenase (acetyl-transferring)|g__Staphylococcus.s__Staphylococcus_epidermidis	22.514	0
1.2.4.1: Pyruvate dehydrogenase (acetyl-transferring)|unclassified	46.383	0
1.2.4.2: Oxoglutarate dehydrogenase (succinyl-transferring)	59.047	0
1.2.4.2: Oxoglutarate dehydrogenase (succinyl-transferring)|g__Chromobacterium.s__Chromobacterium_violaceum	18.68	0
1.2.4.2: Oxoglutarate dehydrogenase (succinyl-transferring)|g__Escherichia.s__Escherichia_coli	3.053	0
1.2.4.2: Oxoglutarate dehydrogenase (succinyl-transferring)|g__Polaromonas.s__Polaromonas_naphthalenivorans	7.665	0
1.2.4.2: Oxoglutarate dehydrogenase (succinyl-transferring)|unclassified	29.649	0
1.2.4.4: 3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)	12.078	0
1.2.4.4: 3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)|g__Staphylococcus.s__Staphylococcus_epidermidis	12.078	0
1.2.5.1: Pyruvate dehydrogenase (quinone)	20.051	0
1.2.5.1: Pyruvate dehydrogenase (quinone)|unclassified	20.051	0
1.2.5.2: Aldehyde dehydrogenase (quinone)	14.387	0
1.2.5.2: Aldehyde dehydrogenase (quinone)|g__Roseobacter.s__Roseobacter_denitrificans	14.387	0
1.2.7.1: Pyruvate synthase	57.941	0
1.2.7.1: Pyruvate synthase|g__Escherichia.s__Escherichia_coli	22.993	0
1.2.7.1: Pyruvate synthase|unclassified	34.948	0
1.2.7.8: Indolepyruvate ferredoxin oxidoreductase	19.231	0
1.2.7.8: Indolepyruvate ferredoxin oxidoreductase|unclassified	19.231	0
1.2.99.6: Carboxylate reductase	30.644	0
1.2.99.6: Carboxylate reductase|g__Escherichia.s__Escherichia_coli	11.825	0
1.2.99.6: Carboxylate reductase|unclassified	18.82	0
1.20.4.1: Arsenate reductase (glutaredoxin)	22.877	0
1.20.4.1: Arsenate reductase (glutaredoxin)|unclassified	22.877	0
1.20.4.4: Arsenate reductase (thioredoxin)	35.002	0
1.20.4.4: Arsenate reductase (thioredoxin)|g__Staphylococcus.s__Staphylococcus_epidermidis	35.002	0
1.21.98.3: NO_NAME	23.237	0
1.21.98.3: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	23.237	0
1.3.1.10: Enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)	16.181	0
1.3.1.10: Enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)|unclassified	16.181	0
1.3.1.25: 1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate dehydrogenase	16.981	0
1.3.1.25: 1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate dehydrogenase|g__Corynebacterium.s__Corynebacterium_glutamicum	16.981	0
1.3.1.28: 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	26.98	0
1.3.1.28: 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase|unclassified	26.98	0
1.3.1.32: Maleylacetate reductase	75.129	0
1.3.1.32: Maleylacetate reductase|g__Polaromonas.s__Polaromonas_naphthalenivorans	75.129	0
1.3.1.34: 2,4-dienoyl-CoA reductase (NADPH)	214.957	0
1.3.1.34: 2,4-dienoyl-CoA reductase (NADPH)|g__Chromobacterium.s__Chromobacterium_violaceum	2.585	0
1.3.1.34: 2,4-dienoyl-CoA reductase (NADPH)|g__Escherichia.s__Escherichia_coli	167.044	0
1.3.1.34: 2,4-dienoyl-CoA reductase (NADPH)|g__Roseobacter.s__Roseobacter_denitrificans	18.081	0
1.3.1.34: 2,4-dienoyl-CoA reductase (NADPH)|unclassified	27.247	0
1.3.1.39: Enoyl-[acyl-carrier-protein] reductase (NADPH, Re-specific)	12.136	0
1.3.1.39: Enoyl-[acyl-carrier-protein] reductase (NADPH, Re-specific)|g__Staphylococcus.s__Staphylococcus_epidermidis	12.136	0
1.3.1.76: Precorrin-2 dehydrogenase	114.106	0
1.3.1.76: Precorrin-2 dehydrogenase|g__Escherichia.s__Escherichia_coli	92.584	0
1.3.1.76: Precorrin-2 dehydrogenase|unclassified	21.522	0
1.3.1.84: Acrylyl-CoA reductase (NADPH)	21.287	0
1.3.1.84: Acrylyl-CoA reductase (NADPH)|g__Escherichia.s__Escherichia_coli	15.509	0
1.3.1.84: Acrylyl-CoA reductase (NADPH)|g__Polaromonas.s__Polaromonas_naphthalenivorans	5.777	0
1.3.1.91: tRNA-dihydrouridine(20) synthase (NAD(P)(+))	46.501	0
1.3.1.91: tRNA-dihydrouridine(20) synthase (NAD(P)(+))|g__Chromobacterium.s__Chromobacterium_violaceum	35.797	0
1.3.1.91: tRNA-dihydrouridine(20) synthase (NAD(P)(+))|g__Escherichia.s__Escherichia_coli	5.761	0
1.3.1.91: tRNA-dihydrouridine(20) synthase (NAD(P)(+))|unclassified	4.944	0
1.3.1.98: UDP-N-acetylmuramate dehydrogenase	123.191	0
1.3.1.98: UDP-N-acetylmuramate dehydrogenase|g__Corynebacterium.s__Corynebacterium_glutamicum	80.621	0
1.3.1.98: UDP-N-acetylmuramate dehydrogenase|g__Escherichia.s__Escherichia_coli	33.172	0
1.3.1.98: UDP-N-acetylmuramate dehydrogenase|unclassified	9.398	0
1.3.1.9: Enoyl-[acyl-carrier-protein] reductase (NADH)	152.657	0
1.3.1.9: Enoyl-[acyl-carrier-protein] reductase (NADH)|g__Chromobacterium.s__Chromobacterium_violaceum	7.82	0
1.3.1.9: Enoyl-[acyl-carrier-protein] reductase (NADH)|g__Escherichia.s__Escherichia_coli	108.24	0
1.3.1.9: Enoyl-[acyl-carrier-protein] reductase (NADH)|g__Polaromonas.s__Polaromonas_naphthalenivorans	36.596	0
1.3.3.11: Pyrroloquinoline-quinone synthase	36.15	0
1.3.3.11: Pyrroloquinoline-quinone synthase|g__Polaromonas.s__Polaromonas_naphthalenivorans	12.924	0
1.3.3.11: Pyrroloquinoline-quinone synthase|g__Roseobacter.s__Roseobacter_denitrificans	11.918	0
1.3.3.11: Pyrroloquinoline-quinone synthase|unclassified	11.309	0
1.3.3.3: Coproporphyrinogen oxidase	167.815	0
1.3.3.3: Coproporphyrinogen oxidase|g__Escherichia.s__Escherichia_coli	149.319	0
1.3.3.3: Coproporphyrinogen oxidase|unclassified	18.496	0
1.3.5.1: Succinate dehydrogenase (quinone)	198.947	0
1.3.5.1: Succinate dehydrogenase (quinone)|g__Chromobacterium.s__Chromobacterium_violaceum	33.433	0
1.3.5.1: Succinate dehydrogenase (quinone)|g__Escherichia.s__Escherichia_coli	126.678	0
1.3.5.1: Succinate dehydrogenase (quinone)|g__Polaromonas.s__Polaromonas_naphthalenivorans	5.681	0
1.3.5.1: Succinate dehydrogenase (quinone)|g__Roseobacter.s__Roseobacter_denitrificans	7.834	0
1.3.5.1: Succinate dehydrogenase (quinone)|unclassified	25.32	0
1.3.5.2: Dihydroorotate dehydrogenase (quinone)	122.22	0
1.3.5.2: Dihydroorotate dehydrogenase (quinone)|g__Corynebacterium.s__Corynebacterium_glutamicum	23.179	0
1.3.5.2: Dihydroorotate dehydrogenase (quinone)|g__Staphylococcus.s__Staphylococcus_epidermidis	29.45	0
1.3.5.2: Dihydroorotate dehydrogenase (quinone)|unclassified	69.59	0
1.3.7.7: Ferredoxin:protochlorophyllide reductase (ATP-dependent)	30.371	0
1.3.7.7: Ferredoxin:protochlorophyllide reductase (ATP-dependent)|g__Roseobacter.s__Roseobacter_denitrificans	30.371	0
1.3.7.9: 4-hydroxybenzoyl-CoA reductase	311.928	0
1.3.7.9: 4-hydroxybenzoyl-CoA reductase|g__Escherichia.s__Escherichia_coli	178.96	0
1.3.7.9: 4-hydroxybenzoyl-CoA reductase|g__Roseobacter.s__Roseobacter_denitrificans	57.365	0
1.3.7.9: 4-hydroxybenzoyl-CoA reductase|unclassified	75.603	0
1.3.8.1: Short-chain acyl-CoA dehydrogenase	23.846	0
1.3.8.1: Short-chain acyl-CoA dehydrogenase|unclassified	23.846	0
1.3.8.7: Medium-chain acyl-CoA dehydrogenase	29.623	0
1.3.8.7: Medium-chain acyl-CoA dehydrogenase|g__Escherichia.s__Escherichia_coli	25.246	0
1.3.8.7: Medium-chain acyl-CoA dehydrogenase|unclassified	4.378	0
1.3.8.8: Long-chain-acyl-CoA dehydrogenase	29.623	0
1.3.8.8: Long-chain-acyl-CoA dehydrogenase|g__Escherichia.s__Escherichia_coli	25.246	0
1.3.8.8: Long-chain-acyl-CoA dehydrogenase|unclassified	4.378	0
1.3.98.1: Dihydroorotate oxidase (fumarate)	14.743	0
1.3.98.1: Dihydroorotate oxidase (fumarate)|unclassified	14.743	0
1.3.98.3: NO_NAME	223.604	0
1.3.98.3: NO_NAME|g__Escherichia.s__Escherichia_coli	38.255	0
1.3.98.3: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	133.254	0
1.3.98.3: NO_NAME|unclassified	52.095	0
1.3.99.31: Phytoene desaturase (lycopene-forming)	5.98	0
1.3.99.31: Phytoene desaturase (lycopene-forming)|unclassified	5.98	0
1.3.99.4: 3-oxosteroid 1-dehydrogenase	4.087	0
1.3.99.4: 3-oxosteroid 1-dehydrogenase|unclassified	4.087	0
1.4.1.13: Glutamate synthase (NADPH)	323.278	0
1.4.1.13: Glutamate synthase (NADPH)|g__Escherichia.s__Escherichia_coli	46.394	0
1.4.1.13: Glutamate synthase (NADPH)|unclassified	276.884	0
1.4.1.16: Diaminopimelate dehydrogenase	89.622	0
1.4.1.16: Diaminopimelate dehydrogenase|g__Corynebacterium.s__Corynebacterium_glutamicum	89.622	0
1.4.1.21: Aspartate dehydrogenase	16.079	0
1.4.1.21: Aspartate dehydrogenase|g__Roseobacter.s__Roseobacter_denitrificans	16.079	0
1.4.1.2: Glutamate dehydrogenase	6.752	0
1.4.1.2: Glutamate dehydrogenase|unclassified	6.752	0
1.4.1.3: Glutamate dehydrogenase (NAD(P)(+))	17.317	0
1.4.1.3: Glutamate dehydrogenase (NAD(P)(+))|g__Roseobacter.s__Roseobacter_denitrificans	17.317	0
1.4.1.4: Glutamate dehydrogenase (NADP(+))	42.635	0
1.4.1.4: Glutamate dehydrogenase (NADP(+))|unclassified	42.635	0
1.4.3.10: Putrescine oxidase	19.995	0
1.4.3.10: Putrescine oxidase|g__Corynebacterium.s__Corynebacterium_glutamicum	19.995	0
1.4.3.16: L-aspartate oxidase	171.087	0
1.4.3.16: L-aspartate oxidase|g__Escherichia.s__Escherichia_coli	157.999	0
1.4.3.16: L-aspartate oxidase|g__Polaromonas.s__Polaromonas_naphthalenivorans	13.087	0
1.4.3.21: Primary-amine oxidase	21.185	0
1.4.3.21: Primary-amine oxidase|g__Escherichia.s__Escherichia_coli	11.766	0
1.4.3.21: Primary-amine oxidase|unclassified	9.419	0
1.4.3.5: Pyridoxal 5'-phosphate synthase	17.232	0
1.4.3.5: Pyridoxal 5'-phosphate synthase|g__Roseobacter.s__Roseobacter_denitrificans	17.232	0
1.4.4.2: Glycine dehydrogenase (aminomethyl-transferring)	100.057	0
1.4.4.2: Glycine dehydrogenase (aminomethyl-transferring)|g__Chromobacterium.s__Chromobacterium_violaceum	1.511	0
1.4.4.2: Glycine dehydrogenase (aminomethyl-transferring)|g__Polaromonas.s__Polaromonas_naphthalenivorans	12.591	0
1.4.4.2: Glycine dehydrogenase (aminomethyl-transferring)|g__Roseobacter.s__Roseobacter_denitrificans	4.675	0
1.4.4.2: Glycine dehydrogenase (aminomethyl-transferring)|unclassified	81.28	0
1.5.1.20: Methylenetetrahydrofolate reductase (NAD(P)H)	134.306	0
1.5.1.20: Methylenetetrahydrofolate reductase (NAD(P)H)|g__Chromobacterium.s__Chromobacterium_violaceum	14.365	0
1.5.1.20: Methylenetetrahydrofolate reductase (NAD(P)H)|g__Escherichia.s__Escherichia_coli	62.303	0
1.5.1.20: Methylenetetrahydrofolate reductase (NAD(P)H)|g__Polaromonas.s__Polaromonas_naphthalenivorans	7.945	0
1.5.1.20: Methylenetetrahydrofolate reductase (NAD(P)H)|unclassified	49.694	0
1.5.1.34: 6,7-dihydropteridine reductase	67.515	0
1.5.1.34: 6,7-dihydropteridine reductase|unclassified	67.515	0
1.5.1.38: FMN reductase (NADPH)	14.319	0
1.5.1.38: FMN reductase (NADPH)|g__Escherichia.s__Escherichia_coli	14.319	0
1.5.1.3: Dihydrofolate reductase	48.698	0
1.5.1.3: Dihydrofolate reductase|g__Corynebacterium.s__Corynebacterium_glutamicum	34.482	0
1.5.1.3: Dihydrofolate reductase|g__Escherichia.s__Escherichia_coli	14.216	0
1.5.1.42: FMN reductase (NADH)	114.562	0
1.5.1.42: FMN reductase (NADH)|g__Polaromonas.s__Polaromonas_naphthalenivorans	114.562	0
1.5.5.1: Electron-transferring-flavoprotein dehydrogenase	156.254	0
1.5.5.1: Electron-transferring-flavoprotein dehydrogenase|g__Escherichia.s__Escherichia_coli	78.043	0
1.5.5.1: Electron-transferring-flavoprotein dehydrogenase|unclassified	78.212	0
1.5.8.2: Trimethylamine dehydrogenase	78.874	0
1.5.8.2: Trimethylamine dehydrogenase|g__Roseobacter.s__Roseobacter_denitrificans	78.874	0
1.5.99.8: Transferred entry: 1.5.5.2	18.86	0
1.5.99.8: Transferred entry: 1.5.5.2|unclassified	18.86	0
1.6.1.1: NAD(P)(+) transhydrogenase (Si-specific)	140.255	0
1.6.1.1: NAD(P)(+) transhydrogenase (Si-specific)|g__Escherichia.s__Escherichia_coli	30.727	0
1.6.1.1: NAD(P)(+) transhydrogenase (Si-specific)|unclassified	109.528	0
1.6.1.2: NAD(P)(+) transhydrogenase (Re/Si-specific)	9.286	0
1.6.1.2: NAD(P)(+) transhydrogenase (Re/Si-specific)|unclassified	9.286	0
1.6.5.11: NADH dehydrogenase (quinone)	1007.448	0
1.6.5.11: NADH dehydrogenase (quinone)|g__Chromobacterium.s__Chromobacterium_violaceum	45.778	0
1.6.5.11: NADH dehydrogenase (quinone)|g__Escherichia.s__Escherichia_coli	484.04	0
1.6.5.11: NADH dehydrogenase (quinone)|g__Staphylococcus.s__Staphylococcus_epidermidis	42.846	0
1.6.5.11: NADH dehydrogenase (quinone)|unclassified	434.784	0
1.6.5.2: NAD(P)H dehydrogenase (quinone)	57.047	0
1.6.5.2: NAD(P)H dehydrogenase (quinone)|g__Escherichia.s__Escherichia_coli	36.605	0
1.6.5.2: NAD(P)H dehydrogenase (quinone)|g__Polaromonas.s__Polaromonas_naphthalenivorans	20.443	0
1.6.5.3: NADH:ubiquinone reductase (H(+)-translocating)	147.853	0
1.6.5.3: NADH:ubiquinone reductase (H(+)-translocating)|g__Chromobacterium.s__Chromobacterium_violaceum	32.316	0
1.6.5.3: NADH:ubiquinone reductase (H(+)-translocating)|g__Corynebacterium.s__Corynebacterium_glutamicum	45.227	0
1.6.5.3: NADH:ubiquinone reductase (H(+)-translocating)|unclassified	70.31	0
1.6.5.5: NADPH:quinone reductase	21.372	0
1.6.5.5: NADPH:quinone reductase|g__Polaromonas.s__Polaromonas_naphthalenivorans	11.962	0
1.6.5.5: NADPH:quinone reductase|unclassified	9.41	0
1.6.5.7: 2-hydroxy-1,4-benzoquinone reductase	77.57	0
1.6.5.7: 2-hydroxy-1,4-benzoquinone reductase|g__Polaromonas.s__Polaromonas_naphthalenivorans	77.57	0
1.6.6.9: Trimethylamine-N-oxide reductase	19.416	0
1.6.6.9: Trimethylamine-N-oxide reductase|unclassified	19.416	0
1.6.99.3: NADH dehydrogenase	69.718	0
1.6.99.3: NADH dehydrogenase|g__Escherichia.s__Escherichia_coli	56.419	0
1.6.99.3: NADH dehydrogenase|unclassified	13.299	0
1.7.1.13: PreQ(1) synthase	121.224	0
1.7.1.13: PreQ(1) synthase|g__Chromobacterium.s__Chromobacterium_violaceum	35.605	0
1.7.1.13: PreQ(1) synthase|g__Escherichia.s__Escherichia_coli	67.514	0
1.7.1.13: PreQ(1) synthase|g__Polaromonas.s__Polaromonas_naphthalenivorans	18.105	0
1.7.1.15: Nitrite reductase (NADH)	4.351	0
1.7.1.15: Nitrite reductase (NADH)|unclassified	4.351	0
1.7.1.4: Nitrite reductase (NAD(P)H)	52.851	0
1.7.1.4: Nitrite reductase (NAD(P)H)|g__Escherichia.s__Escherichia_coli	17.008	0
1.7.1.4: Nitrite reductase (NAD(P)H)|unclassified	35.843	0
