# Gene Family	SRS1007613.pfam	tiny-test-data-mt.pfam
PF00175: Oxidoreductase NAD-binding domain|unclassified	159.743	0
PF00176: SNF2 family N-terminal domain	253.647	0
PF00176: SNF2 family N-terminal domain|g__Chromobacterium.s__Chromobacterium_violaceum	19.429	0
PF00176: SNF2 family N-terminal domain|g__Escherichia.s__Escherichia_coli	36.608	0
PF00176: SNF2 family N-terminal domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	12.345	0
PF00176: SNF2 family N-terminal domain|unclassified	185.264	0
PF00177: Ribosomal protein S7p/S5e	128.062	0
PF00177: Ribosomal protein S7p/S5e|g__Escherichia.s__Escherichia_coli	30.62	0
PF00177: Ribosomal protein S7p/S5e|g__Staphylococcus.s__Staphylococcus_epidermidis	97.443	0
PF00180: Isocitrate/isopropylmalate dehydrogenase	247.993	0
PF00180: Isocitrate/isopropylmalate dehydrogenase|g__Escherichia.s__Escherichia_coli	155.138	0
PF00180: Isocitrate/isopropylmalate dehydrogenase|g__Polaromonas.s__Polaromonas_naphthalenivorans	36.053	0
PF00180: Isocitrate/isopropylmalate dehydrogenase|unclassified	56.802	0
PF00181: Ribosomal Proteins L2, RNA binding domain	193.946	0
PF00181: Ribosomal Proteins L2, RNA binding domain|g__Chromobacterium.s__Chromobacterium_violaceum	5.423	0
PF00181: Ribosomal Proteins L2, RNA binding domain|g__Corynebacterium.s__Corynebacterium_glutamicum	128.801	0
PF00181: Ribosomal Proteins L2, RNA binding domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	16.371	0
PF00181: Ribosomal Proteins L2, RNA binding domain|g__Roseobacter.s__Roseobacter_denitrificans	13.984	0
PF00181: Ribosomal Proteins L2, RNA binding domain|g__Staphylococcus.s__Staphylococcus_epidermidis	29.367	0
PF00182: Chitinase class I	29.291	0
PF00182: Chitinase class I|g__Chromobacterium.s__Chromobacterium_violaceum	29.291	0
PF00183: Hsp90 protein	98.349	0
PF00183: Hsp90 protein|g__Roseobacter.s__Roseobacter_denitrificans	31.081	0
PF00183: Hsp90 protein|unclassified	67.269	0
PF00185: Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain	82.26	0
PF00185: Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain|g__Chromobacterium.s__Chromobacterium_violaceum	48.809	0
PF00185: Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain|g__Escherichia.s__Escherichia_coli	16.189	0
PF00185: Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain|g__Staphylococcus.s__Staphylococcus_epidermidis	10.457	0
PF00185: Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain|unclassified	6.804	0
PF00186: Dihydrofolate reductase	43.043	0
PF00186: Dihydrofolate reductase|g__Corynebacterium.s__Corynebacterium_glutamicum	34.482	0
PF00186: Dihydrofolate reductase|unclassified	8.56	0
PF00189: Ribosomal protein S3, C-terminal domain	12.758	0
PF00189: Ribosomal protein S3, C-terminal domain|g__Escherichia.s__Escherichia_coli	12.758	0
PF00196: Bacterial regulatory proteins, luxR family	1190.73	0
PF00196: Bacterial regulatory proteins, luxR family|g__Chromobacterium.s__Chromobacterium_violaceum	48.381	0
PF00196: Bacterial regulatory proteins, luxR family|g__Corynebacterium.s__Corynebacterium_glutamicum	106.589	0
PF00196: Bacterial regulatory proteins, luxR family|g__Escherichia.s__Escherichia_coli	757.104	0
PF00196: Bacterial regulatory proteins, luxR family|g__Polaromonas.s__Polaromonas_naphthalenivorans	83.135	0
PF00196: Bacterial regulatory proteins, luxR family|g__Roseobacter.s__Roseobacter_denitrificans	43.685	0
PF00196: Bacterial regulatory proteins, luxR family|unclassified	151.836	0
PF00198: 2-oxoacid dehydrogenases acyltransferase (catalytic domain)	285.733	0
PF00198: 2-oxoacid dehydrogenases acyltransferase (catalytic domain)|g__Escherichia.s__Escherichia_coli	225.375	0
PF00198: 2-oxoacid dehydrogenases acyltransferase (catalytic domain)|unclassified	60.358	0
PF00199: Catalase	154.312	0
PF00199: Catalase|g__Chromobacterium.s__Chromobacterium_violaceum	3.42	0
PF00199: Catalase|g__Escherichia.s__Escherichia_coli	19.823	0
PF00199: Catalase|g__Polaromonas.s__Polaromonas_naphthalenivorans	39.662	0
PF00199: Catalase|g__Staphylococcus.s__Staphylococcus_epidermidis	72.27	0
PF00199: Catalase|unclassified	19.137	0
PF00202: Aminotransferase class-III	1248.315	0
PF00202: Aminotransferase class-III|g__Chromobacterium.s__Chromobacterium_violaceum	126.564	0
PF00202: Aminotransferase class-III|g__Corynebacterium.s__Corynebacterium_glutamicum	77.957	0
PF00202: Aminotransferase class-III|g__Escherichia.s__Escherichia_coli	470.674	0
PF00202: Aminotransferase class-III|g__Roseobacter.s__Roseobacter_denitrificans	10.699	0
PF00202: Aminotransferase class-III|g__Staphylococcus.s__Staphylococcus_epidermidis	73.083	0
PF00202: Aminotransferase class-III|unclassified	489.338	0
PF00204: DNA gyrase B	102.346	0
PF00204: DNA gyrase B|g__Escherichia.s__Escherichia_coli	17.163	0
PF00204: DNA gyrase B|g__Roseobacter.s__Roseobacter_denitrificans	3.967	0
PF00204: DNA gyrase B|g__Staphylococcus.s__Staphylococcus_epidermidis	42.054	0
PF00204: DNA gyrase B|unclassified	39.161	0
PF00205: Thiamine pyrophosphate enzyme, central domain	134.234	0
PF00205: Thiamine pyrophosphate enzyme, central domain|g__Chromobacterium.s__Chromobacterium_violaceum	8.381	0
PF00205: Thiamine pyrophosphate enzyme, central domain|g__Escherichia.s__Escherichia_coli	47.931	0
PF00205: Thiamine pyrophosphate enzyme, central domain|unclassified	77.922	0
PF00206: Lyase	791.748	0
PF00206: Lyase|g__Chromobacterium.s__Chromobacterium_violaceum	54.891	0
PF00206: Lyase|g__Corynebacterium.s__Corynebacterium_glutamicum	41.957	0
PF00206: Lyase|g__Escherichia.s__Escherichia_coli	250.484	0
PF00206: Lyase|g__Polaromonas.s__Polaromonas_naphthalenivorans	20.154	0
PF00206: Lyase|g__Roseobacter.s__Roseobacter_denitrificans	32.887	0
PF00206: Lyase|g__Staphylococcus.s__Staphylococcus_epidermidis	25.256	0
PF00206: Lyase|unclassified	366.119	0
PF00207: Alpha-2-macroglobulin family	43.621	0
PF00207: Alpha-2-macroglobulin family|unclassified	43.621	0
PF00208: Glutamate/Leucine/Phenylalanine/Valine dehydrogenase	58.09	0
PF00208: Glutamate/Leucine/Phenylalanine/Valine dehydrogenase|g__Roseobacter.s__Roseobacter_denitrificans	17.317	0
PF00208: Glutamate/Leucine/Phenylalanine/Valine dehydrogenase|unclassified	40.773	0
PF00210: Ferritin-like domain	364.078	0
PF00210: Ferritin-like domain|g__Chromobacterium.s__Chromobacterium_violaceum	23.009	0
PF00210: Ferritin-like domain|g__Corynebacterium.s__Corynebacterium_glutamicum	137.317	0
PF00210: Ferritin-like domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	119.46	0
PF00210: Ferritin-like domain|unclassified	84.292	0
PF00211: Adenylate and Guanylate cyclase catalytic domain	97.848	0
PF00211: Adenylate and Guanylate cyclase catalytic domain|g__Roseobacter.s__Roseobacter_denitrificans	97.848	0
PF00213: ATP synthase delta (OSCP) subunit	149.802	0
PF00213: ATP synthase delta (OSCP) subunit|g__Corynebacterium.s__Corynebacterium_glutamicum	11.027	0
PF00213: ATP synthase delta (OSCP) subunit|g__Roseobacter.s__Roseobacter_denitrificans	72.234	0
PF00213: ATP synthase delta (OSCP) subunit|g__Staphylococcus.s__Staphylococcus_epidermidis	66.541	0
PF00215: Orotidine 5'-phosphate decarboxylase / HUMPS family	40.251	0
PF00215: Orotidine 5'-phosphate decarboxylase / HUMPS family|g__Corynebacterium.s__Corynebacterium_glutamicum	15.475	0
PF00215: Orotidine 5'-phosphate decarboxylase / HUMPS family|g__Escherichia.s__Escherichia_coli	24.776	0
PF00216: Bacterial DNA-binding protein	406.77	0
PF00216: Bacterial DNA-binding protein|g__Chromobacterium.s__Chromobacterium_violaceum	173.068	0
PF00216: Bacterial DNA-binding protein|g__Escherichia.s__Escherichia_coli	164.887	0
PF00216: Bacterial DNA-binding protein|g__Roseobacter.s__Roseobacter_denitrificans	32.628	0
PF00216: Bacterial DNA-binding protein|unclassified	36.187	0
PF00217: ATP:guanido phosphotransferase, C-terminal catalytic domain	105.22	0
PF00217: ATP:guanido phosphotransferase, C-terminal catalytic domain|unclassified	105.22	0
PF00218: Indole-3-glycerol phosphate synthase	34.75	0
PF00218: Indole-3-glycerol phosphate synthase|g__Chromobacterium.s__Chromobacterium_violaceum	20.032	0
PF00218: Indole-3-glycerol phosphate synthase|g__Escherichia.s__Escherichia_coli	14.718	0
PF00221: Aromatic amino acid lyase	11.119	0
PF00221: Aromatic amino acid lyase|unclassified	11.119	0
PF00224: Pyruvate kinase, barrel domain	242.031	0
PF00224: Pyruvate kinase, barrel domain|g__Corynebacterium.s__Corynebacterium_glutamicum	18.161	0
PF00224: Pyruvate kinase, barrel domain|g__Escherichia.s__Escherichia_coli	166.59	0
PF00224: Pyruvate kinase, barrel domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	16.363	0
PF00224: Pyruvate kinase, barrel domain|unclassified	40.917	0
PF00226: DnaJ domain	170.613	0
PF00226: DnaJ domain|g__Chromobacterium.s__Chromobacterium_violaceum	34.526	0
PF00226: DnaJ domain|g__Escherichia.s__Escherichia_coli	54.922	0
PF00226: DnaJ domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	65.746	0
PF00226: DnaJ domain|unclassified	15.42	0
PF00227: Proteasome subunit	562.912	0
PF00227: Proteasome subunit|g__Chromobacterium.s__Chromobacterium_violaceum	32.054	0
PF00227: Proteasome subunit|g__Escherichia.s__Escherichia_coli	362.512	0
PF00227: Proteasome subunit|g__Polaromonas.s__Polaromonas_naphthalenivorans	56.699	0
PF00227: Proteasome subunit|g__Roseobacter.s__Roseobacter_denitrificans	11.571	0
PF00227: Proteasome subunit|g__Staphylococcus.s__Staphylococcus_epidermidis	100.075	0
PF00230: Major intrinsic protein	275.529	0
PF00230: Major intrinsic protein|g__Chromobacterium.s__Chromobacterium_violaceum	44.121	0
PF00230: Major intrinsic protein|g__Escherichia.s__Escherichia_coli	214.43	0
PF00230: Major intrinsic protein|unclassified	16.979	0
PF00231: ATP synthase	71.823	0
PF00231: ATP synthase|g__Polaromonas.s__Polaromonas_naphthalenivorans	64.791	0
PF00231: ATP synthase|unclassified	7.033	0
PF00232: Glycosyl hydrolase family 1	430.764	0
PF00232: Glycosyl hydrolase family 1|g__Escherichia.s__Escherichia_coli	223.531	0
PF00232: Glycosyl hydrolase family 1|unclassified	207.233	0
PF00237: Ribosomal protein L22p/L17e	220.566	0
PF00237: Ribosomal protein L22p/L17e|g__Corynebacterium.s__Corynebacterium_glutamicum	153.099	0
PF00237: Ribosomal protein L22p/L17e|g__Roseobacter.s__Roseobacter_denitrificans	67.467	0
PF00238: Ribosomal protein L14p/L23e	29.269	0
PF00238: Ribosomal protein L14p/L23e|unclassified	29.269	0
PF00239: Resolvase, N terminal domain	939.754	0
PF00239: Resolvase, N terminal domain|g__Corynebacterium.s__Corynebacterium_glutamicum	117.92	0
PF00239: Resolvase, N terminal domain|g__Escherichia.s__Escherichia_coli	409.317	0
PF00239: Resolvase, N terminal domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	295.906	0
PF00239: Resolvase, N terminal domain|unclassified	116.612	0
PF00246: Zinc carboxypeptidase	24.676	0
PF00246: Zinc carboxypeptidase|unclassified	24.676	0
PF00248: Aldo/keto reductase family	929.577	0
PF00248: Aldo/keto reductase family|g__Chromobacterium.s__Chromobacterium_violaceum	43.238	0
PF00248: Aldo/keto reductase family|g__Corynebacterium.s__Corynebacterium_glutamicum	54.834	0
PF00248: Aldo/keto reductase family|g__Escherichia.s__Escherichia_coli	329.33	0
PF00248: Aldo/keto reductase family|g__Polaromonas.s__Polaromonas_naphthalenivorans	14.668	0
PF00248: Aldo/keto reductase family|g__Roseobacter.s__Roseobacter_denitrificans	46.968	0
PF00248: Aldo/keto reductase family|g__Staphylococcus.s__Staphylococcus_epidermidis	403.425	0
PF00248: Aldo/keto reductase family|unclassified	37.114	0
PF00251: Glycosyl hydrolases family 32 N-terminal domain	18.857	0
PF00251: Glycosyl hydrolases family 32 N-terminal domain|unclassified	18.857	0
PF00252: Ribosomal protein L16p/L10e	128.779	0
PF00252: Ribosomal protein L16p/L10e|g__Roseobacter.s__Roseobacter_denitrificans	128.779	0
PF00254: FKBP-type peptidyl-prolyl cis-trans isomerase	205.203	0
PF00254: FKBP-type peptidyl-prolyl cis-trans isomerase|g__Corynebacterium.s__Corynebacterium_glutamicum	104.752	0
PF00254: FKBP-type peptidyl-prolyl cis-trans isomerase|g__Escherichia.s__Escherichia_coli	31.001	0
PF00254: FKBP-type peptidyl-prolyl cis-trans isomerase|g__Polaromonas.s__Polaromonas_naphthalenivorans	32.058	0
PF00254: FKBP-type peptidyl-prolyl cis-trans isomerase|unclassified	37.393	0
PF00255: Glutathione peroxidase	217.276	0
PF00255: Glutathione peroxidase|g__Escherichia.s__Escherichia_coli	102.066	0
PF00255: Glutathione peroxidase|unclassified	115.21	0
PF00258: Flavodoxin	423.772	0
PF00258: Flavodoxin|g__Escherichia.s__Escherichia_coli	412.684	0
PF00258: Flavodoxin|unclassified	11.088	0
PF00263: Bacterial type II and III secretion system protein	141.062	0
PF00263: Bacterial type II and III secretion system protein|g__Polaromonas.s__Polaromonas_naphthalenivorans	17.866	0
PF00263: Bacterial type II and III secretion system protein|unclassified	123.196	0
PF00265: Thymidine kinase	166.367	0
PF00265: Thymidine kinase|g__Escherichia.s__Escherichia_coli	102.066	0
PF00265: Thymidine kinase|unclassified	64.301	0
PF00266: Aminotransferase class-V	683.46	0
PF00266: Aminotransferase class-V|g__Corynebacterium.s__Corynebacterium_glutamicum	107.632	0
PF00266: Aminotransferase class-V|g__Escherichia.s__Escherichia_coli	360.12	0
PF00266: Aminotransferase class-V|g__Polaromonas.s__Polaromonas_naphthalenivorans	46.521	0
PF00266: Aminotransferase class-V|g__Roseobacter.s__Roseobacter_denitrificans	88.918	0
PF00266: Aminotransferase class-V|unclassified	80.269	0
PF00267: Gram-negative porin	207.11	0
PF00267: Gram-negative porin|g__Escherichia.s__Escherichia_coli	168.754	0
PF00267: Gram-negative porin|unclassified	38.355	0
PF00268: Ribonucleotide reductase, small chain	85.062	0
PF00268: Ribonucleotide reductase, small chain|g__Polaromonas.s__Polaromonas_naphthalenivorans	9.786	0
PF00268: Ribonucleotide reductase, small chain|unclassified	75.276	0
PF00270: DEAD/DEAH box helicase	685.059	0
PF00270: DEAD/DEAH box helicase|g__Chromobacterium.s__Chromobacterium_violaceum	68.081	0
PF00270: DEAD/DEAH box helicase|g__Corynebacterium.s__Corynebacterium_glutamicum	63.722	0
PF00270: DEAD/DEAH box helicase|g__Escherichia.s__Escherichia_coli	124.568	0
PF00270: DEAD/DEAH box helicase|g__Polaromonas.s__Polaromonas_naphthalenivorans	27.255	0
PF00270: DEAD/DEAH box helicase|g__Roseobacter.s__Roseobacter_denitrificans	42.52	0
PF00270: DEAD/DEAH box helicase|unclassified	358.914	0
PF00271: Helicase conserved C-terminal domain	767.14	0
PF00271: Helicase conserved C-terminal domain|g__Chromobacterium.s__Chromobacterium_violaceum	78.607	0
PF00271: Helicase conserved C-terminal domain|g__Corynebacterium.s__Corynebacterium_glutamicum	63.722	0
PF00271: Helicase conserved C-terminal domain|g__Escherichia.s__Escherichia_coli	221.873	0
PF00271: Helicase conserved C-terminal domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	79.177	0
PF00271: Helicase conserved C-terminal domain|g__Roseobacter.s__Roseobacter_denitrificans	42.52	0
PF00271: Helicase conserved C-terminal domain|g__Staphylococcus.s__Staphylococcus_epidermidis	43.837	0
PF00271: Helicase conserved C-terminal domain|unclassified	237.404	0
PF00275: EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)	247.737	0
PF00275: EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)|g__Chromobacterium.s__Chromobacterium_violaceum	76.178	0
PF00275: EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)|g__Escherichia.s__Escherichia_coli	11.331	0
PF00275: EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)|unclassified	160.229	0
PF00278: Pyridoxal-dependent decarboxylase, C-terminal sheet domain	26.66	0
PF00278: Pyridoxal-dependent decarboxylase, C-terminal sheet domain|g__Escherichia.s__Escherichia_coli	26.66	0
PF00281: Ribosomal protein L5	16.181	0
PF00281: Ribosomal protein L5|g__Escherichia.s__Escherichia_coli	16.181	0
PF00282: Pyridoxal-dependent decarboxylase conserved domain	162.705	0
PF00282: Pyridoxal-dependent decarboxylase conserved domain|g__Escherichia.s__Escherichia_coli	93.202	0
PF00282: Pyridoxal-dependent decarboxylase conserved domain|g__Staphylococcus.s__Staphylococcus_epidermidis	45.008	0
PF00282: Pyridoxal-dependent decarboxylase conserved domain|unclassified	24.495	0
PF00285: Citrate synthase, C-terminal domain	172.436	0
PF00285: Citrate synthase, C-terminal domain|g__Corynebacterium.s__Corynebacterium_glutamicum	18.361	0
PF00285: Citrate synthase, C-terminal domain|g__Escherichia.s__Escherichia_coli	50.481	0
PF00285: Citrate synthase, C-terminal domain|g__Staphylococcus.s__Staphylococcus_epidermidis	14.652	0
PF00285: Citrate synthase, C-terminal domain|unclassified	88.942	0
PF00288: GHMP kinases N terminal domain	388.917	0
PF00288: GHMP kinases N terminal domain|g__Chromobacterium.s__Chromobacterium_violaceum	16.348	0
PF00288: GHMP kinases N terminal domain|g__Escherichia.s__Escherichia_coli	272.983	0
PF00288: GHMP kinases N terminal domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	23.737	0
PF00288: GHMP kinases N terminal domain|g__Staphylococcus.s__Staphylococcus_epidermidis	16.953	0
PF00288: GHMP kinases N terminal domain|unclassified	58.898	0
PF00289: Biotin carboxylase, N-terminal domain	155.113	0
PF00289: Biotin carboxylase, N-terminal domain|g__Corynebacterium.s__Corynebacterium_glutamicum	29.386	0
PF00289: Biotin carboxylase, N-terminal domain|g__Escherichia.s__Escherichia_coli	42.978	0
PF00289: Biotin carboxylase, N-terminal domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	2.095	0
PF00289: Biotin carboxylase, N-terminal domain|g__Roseobacter.s__Roseobacter_denitrificans	9.277	0
PF00289: Biotin carboxylase, N-terminal domain|g__Staphylococcus.s__Staphylococcus_epidermidis	54.814	0
PF00289: Biotin carboxylase, N-terminal domain|unclassified	16.562	0
PF00291: Pyridoxal-phosphate dependent enzyme	636.31	0
PF00291: Pyridoxal-phosphate dependent enzyme|g__Chromobacterium.s__Chromobacterium_violaceum	26.482	0
PF00291: Pyridoxal-phosphate dependent enzyme|g__Corynebacterium.s__Corynebacterium_glutamicum	103.525	0
PF00291: Pyridoxal-phosphate dependent enzyme|g__Escherichia.s__Escherichia_coli	159.134	0
PF00291: Pyridoxal-phosphate dependent enzyme|g__Polaromonas.s__Polaromonas_naphthalenivorans	25.248	0
PF00291: Pyridoxal-phosphate dependent enzyme|g__Roseobacter.s__Roseobacter_denitrificans	86.559	0
PF00291: Pyridoxal-phosphate dependent enzyme|g__Staphylococcus.s__Staphylococcus_epidermidis	16.174	0
PF00291: Pyridoxal-phosphate dependent enzyme|unclassified	219.189	0
