# Gene Family	SRS1007613.eggnog	tiny-test-data-mt.eggnog
COG0135: N-(5'-phosphoribosyl)anthranilate isomerase|unclassified	15.402	0
COG0136: Catalyzes the NADPH-dependent [...]yl-4-phosphate (By similarity)	28.963	0
COG0136: Catalyzes the NADPH-dependent [...]yl-4-phosphate (By similarity)|g__Chromobacterium.s__Chromobacterium_violaceum	4.186	0
COG0136: Catalyzes the NADPH-dependent [...]yl-4-phosphate (By similarity)|g__Polaromonas.s__Polaromonas_naphthalenivorans	24.778	0
COG0137: Citrulline--aspartate ligase	47.592	0
COG0137: Citrulline--aspartate ligase|g__Chromobacterium.s__Chromobacterium_violaceum	3.759	0
COG0137: Citrulline--aspartate ligase|g__Roseobacter.s__Roseobacter_denitrificans	43.834	0
COG0138: bifunctional purine biosynthesis protein PURH	28.334	0
COG0138: bifunctional purine biosynthesis protein PURH|g__Polaromonas.s__Polaromonas_naphthalenivorans	28.334	0
COG0142: synthase	36.678	0
COG0142: synthase|g__Escherichia.s__Escherichia_coli	36.678	0
COG0150: phosphoribosylaminoimidazole synthetase	7.358	0
COG0150: phosphoribosylaminoimidazole synthetase|unclassified	7.358	0
COG0151: Phosphoribosylglycinamide synthetase	36.639	0
COG0151: Phosphoribosylglycinamide synthetase|g__Corynebacterium.s__Corynebacterium_glutamicum	12.916	0
COG0151: Phosphoribosylglycinamide synthetase|unclassified	23.723	0
COG0154: Allows the formation of correc[...]-Glu-tRNA(Gln) (By similarity)	21.443	0
COG0154: Allows the formation of correc[...]-Glu-tRNA(Gln) (By similarity)|g__Roseobacter.s__Roseobacter_denitrificans	21.443	0
COG0156: 8-Amino-7-oxononanoate synthase	70.346	0
COG0156: 8-Amino-7-oxononanoate synthase|g__Roseobacter.s__Roseobacter_denitrificans	28.878	0
COG0156: 8-Amino-7-oxononanoate synthase|g__Staphylococcus.s__Staphylococcus_epidermidis	41.469	0
COG0158: D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1	57.058	0
COG0158: D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1|g__Polaromonas.s__Polaromonas_naphthalenivorans	57.058	0
COG0160: transaminase activity	66.478	0
COG0160: transaminase activity|g__Escherichia.s__Escherichia_coli	46.32	0
COG0160: transaminase activity|g__Roseobacter.s__Roseobacter_denitrificans	3.48	0
COG0160: transaminase activity|unclassified	16.678	0
COG0161: Catalyzes the transfer of the [...]an amino donor (By similarity)	76.296	0
COG0161: Catalyzes the transfer of the [...]an amino donor (By similarity)|g__Chromobacterium.s__Chromobacterium_violaceum	41.347	0
COG0161: Catalyzes the transfer of the [...]an amino donor (By similarity)|g__Escherichia.s__Escherichia_coli	27.73	0
COG0161: Catalyzes the transfer of the [...]an amino donor (By similarity)|g__Roseobacter.s__Roseobacter_denitrificans	7.22	0
COG0164: Endonuclease that specifically[...]A- DNA hybrids (By similarity)	175.526	0
COG0164: Endonuclease that specifically[...]A- DNA hybrids (By similarity)|g__Escherichia.s__Escherichia_coli	12.911	0
COG0164: Endonuclease that specifically[...]A- DNA hybrids (By similarity)|g__Polaromonas.s__Polaromonas_naphthalenivorans	26.017	0
COG0164: Endonuclease that specifically[...]A- DNA hybrids (By similarity)|g__Staphylococcus.s__Staphylococcus_epidermidis	136.598	0
COG0166: glucose-6-phosphate isomerase activity	40.137	0
COG0166: glucose-6-phosphate isomerase activity|g__Corynebacterium.s__Corynebacterium_glutamicum	34.699	0
COG0166: glucose-6-phosphate isomerase activity|unclassified	5.438	0
COG0167: Catalyzes the conversion of dihydroorotate to orotate	23.179	0
COG0167: Catalyzes the conversion of dihydroorotate to orotate|g__Corynebacterium.s__Corynebacterium_glutamicum	23.179	0
COG0168: Low-affinity potassium transpo[...]e protein TrkA (By similarity)	45.01	0
COG0168: Low-affinity potassium transpo[...]e protein TrkA (By similarity)|unclassified	45.01	0
COG0169: shikimate dehydrogenase	60.37	0
COG0169: shikimate dehydrogenase|g__Chromobacterium.s__Chromobacterium_violaceum	10.587	0
COG0169: shikimate dehydrogenase|g__Polaromonas.s__Polaromonas_naphthalenivorans	49.783	0
COG0174: glutamine synthetase	21.839	0
COG0174: glutamine synthetase|g__Escherichia.s__Escherichia_coli	21.839	0
COG0175: Reduction of activated sulfate into sulfite (By similarity)	26.813	0
COG0175: Reduction of activated sulfate into sulfite (By similarity)|g__Chromobacterium.s__Chromobacterium_violaceum	26.813	0
COG0176: Transaldolase is important for[...]sphate pathway (By similarity)	244.993	0
COG0176: Transaldolase is important for[...]sphate pathway (By similarity)|g__Escherichia.s__Escherichia_coli	85.117	0
COG0176: Transaldolase is important for[...]sphate pathway (By similarity)|g__Polaromonas.s__Polaromonas_naphthalenivorans	33.28	0
COG0176: Transaldolase is important for[...]sphate pathway (By similarity)|g__Roseobacter.s__Roseobacter_denitrificans	59.128	0
COG0176: Transaldolase is important for[...]sphate pathway (By similarity)|g__Staphylococcus.s__Staphylococcus_epidermidis	67.467	0
COG0177: endonuclease III	35.693	0
COG0177: endonuclease III|g__Escherichia.s__Escherichia_coli	35.693	0
COG0178: The UvrABC repair system catal[...]les dissociate (By similarity)	68.636	0
COG0178: The UvrABC repair system catal[...]les dissociate (By similarity)|g__Staphylococcus.s__Staphylococcus_epidermidis	68.636	0
COG0179: Fumarylacetoacetate hydrolase	76.916	0
COG0179: Fumarylacetoacetate hydrolase|g__Corynebacterium.s__Corynebacterium_glutamicum	13.486	0
COG0179: Fumarylacetoacetate hydrolase|g__Polaromonas.s__Polaromonas_naphthalenivorans	63.43	0
COG0180: tryptophanyltRNA synthetase	14.364	0
COG0180: tryptophanyltRNA synthetase|g__Chromobacterium.s__Chromobacterium_violaceum	9.399	0
COG0180: tryptophanyltRNA synthetase|unclassified	4.965	0
COG0181: Tetrapolymerization of the mon[...]discrete steps (By similarity)	81.675	0
COG0181: Tetrapolymerization of the mon[...]discrete steps (By similarity)|g__Escherichia.s__Escherichia_coli	47.591	0
COG0181: Tetrapolymerization of the mon[...]discrete steps (By similarity)|unclassified	34.083	0
COG0183: acetyl-coa acetyltransferase	31.617	0
COG0183: acetyl-coa acetyltransferase|g__Chromobacterium.s__Chromobacterium_violaceum	4.722	0
COG0183: acetyl-coa acetyltransferase|g__Escherichia.s__Escherichia_coli	13.149	0
COG0183: acetyl-coa acetyltransferase|g__Polaromonas.s__Polaromonas_naphthalenivorans	13.746	0
COG0184: Forms an intersubunit bridge ([...]n the ribosome (By similarity)	266.156	0
COG0184: Forms an intersubunit bridge ([...]n the ribosome (By similarity)|g__Chromobacterium.s__Chromobacterium_violaceum	30.857	0
COG0184: Forms an intersubunit bridge ([...]n the ribosome (By similarity)|g__Corynebacterium.s__Corynebacterium_glutamicum	147.429	0
COG0184: Forms an intersubunit bridge ([...]n the ribosome (By similarity)|g__Escherichia.s__Escherichia_coli	34.022	0
COG0184: Forms an intersubunit bridge ([...]n the ribosome (By similarity)|unclassified	53.848	0
COG0186: One of the primary rRNA bindin[...]to the 5'-end of 16S ribosomal	282.591	0
COG0186: One of the primary rRNA bindin[...]to the 5'-end of 16S ribosomal|g__Chromobacterium.s__Chromobacterium_violaceum	107.43	0
COG0186: One of the primary rRNA bindin[...]to the 5'-end of 16S ribosomal|g__Corynebacterium.s__Corynebacterium_glutamicum	90.468	0
COG0186: One of the primary rRNA bindin[...]to the 5'-end of 16S ribosomal|g__Polaromonas.s__Polaromonas_naphthalenivorans	84.693	0
COG0187: DNA gyrase negatively supercoi[...] knotted rings (By similarity)	78.256	0
COG0187: DNA gyrase negatively supercoi[...] knotted rings (By similarity)|g__Escherichia.s__Escherichia_coli	17.163	0
COG0187: DNA gyrase negatively supercoi[...] knotted rings (By similarity)|g__Roseobacter.s__Roseobacter_denitrificans	3.967	0
COG0187: DNA gyrase negatively supercoi[...] knotted rings (By similarity)|g__Staphylococcus.s__Staphylococcus_epidermidis	42.054	0
COG0187: DNA gyrase negatively supercoi[...] knotted rings (By similarity)|unclassified	15.07	0
COG0188: DNA gyrase negatively supercoi[...] knotted rings (By similarity)	17.652	0
COG0188: DNA gyrase negatively supercoi[...] knotted rings (By similarity)|g__Escherichia.s__Escherichia_coli	17.652	0
COG0189: Responsible for the addition o[...]mal protein S6 (By similarity)	84.584	0
COG0189: Responsible for the addition o[...]mal protein S6 (By similarity)|g__Chromobacterium.s__Chromobacterium_violaceum	33.539	0
COG0189: Responsible for the addition o[...]mal protein S6 (By similarity)|g__Escherichia.s__Escherichia_coli	34.578	0
COG0189: Responsible for the addition o[...]mal protein S6 (By similarity)|g__Polaromonas.s__Polaromonas_naphthalenivorans	16.467	0
COG0191: Aldolase	38.43	0
COG0191: Aldolase|g__Escherichia.s__Escherichia_coli	15.274	0
COG0191: Aldolase|g__Staphylococcus.s__Staphylococcus_epidermidis	10.448	0
COG0191: Aldolase|unclassified	12.709	0
COG0192: Catalyzes the formation of S-a[...]ionine from methionine and ATP	89.472	0
COG0192: Catalyzes the formation of S-a[...]ionine from methionine and ATP|g__Chromobacterium.s__Chromobacterium_violaceum	81.23	0
COG0192: Catalyzes the formation of S-a[...]ionine from methionine and ATP|unclassified	8.241	0
COG0193: The natural substrate for this[...]tein synthesis (By similarity)	60.251	0
COG0193: The natural substrate for this[...]tein synthesis (By similarity)|g__Chromobacterium.s__Chromobacterium_violaceum	43.267	0
COG0193: The natural substrate for this[...]tein synthesis (By similarity)|unclassified	16.984	0
COG0194: Essential for recycling GMP an[...]directly, cGMP (By similarity)	16.867	0
COG0194: Essential for recycling GMP an[...]directly, cGMP (By similarity)|g__Polaromonas.s__Polaromonas_naphthalenivorans	16.867	0
COG0200: Binds to the 23S rRNA (By similarity)	1445.016	0
COG0200: Binds to the 23S rRNA (By similarity)|g__Chromobacterium.s__Chromobacterium_violaceum	331.715	0
COG0200: Binds to the 23S rRNA (By similarity)|g__Escherichia.s__Escherichia_coli	289.066	0
COG0200: Binds to the 23S rRNA (By similarity)|g__Polaromonas.s__Polaromonas_naphthalenivorans	824.236	0
COG0202: DNA-dependent RNA polymerase c[...] as substrates (By similarity)	94.791	0
COG0202: DNA-dependent RNA polymerase c[...] as substrates (By similarity)|g__Chromobacterium.s__Chromobacterium_violaceum	34.682	0
COG0202: DNA-dependent RNA polymerase c[...] as substrates (By similarity)|g__Escherichia.s__Escherichia_coli	14.978	0
COG0202: DNA-dependent RNA polymerase c[...] as substrates (By similarity)|g__Polaromonas.s__Polaromonas_naphthalenivorans	5.183	0
COG0202: DNA-dependent RNA polymerase c[...] as substrates (By similarity)|g__Roseobacter.s__Roseobacter_denitrificans	4.86	0
COG0202: DNA-dependent RNA polymerase c[...] as substrates (By similarity)|g__Staphylococcus.s__Staphylococcus_epidermidis	35.088	0
COG0203: 50S ribosomal protein l17	207.895	0
COG0203: 50S ribosomal protein l17|g__Chromobacterium.s__Chromobacterium_violaceum	128.406	0
COG0203: 50S ribosomal protein l17|g__Escherichia.s__Escherichia_coli	47.388	0
COG0203: 50S ribosomal protein l17|g__Staphylococcus.s__Staphylococcus_epidermidis	32.101	0
COG0204: Acyltransferase	68.049	0
COG0204: Acyltransferase|g__Escherichia.s__Escherichia_coli	68.049	0
COG0207: Provides the sole de novo sour[...]A biosynthesis (By similarity)	37.837	0
COG0207: Provides the sole de novo sour[...]A biosynthesis (By similarity)|g__Escherichia.s__Escherichia_coli	12.882	0
COG0207: Provides the sole de novo sour[...]A biosynthesis (By similarity)|g__Roseobacter.s__Roseobacter_denitrificans	7.775	0
COG0207: Provides the sole de novo sour[...]A biosynthesis (By similarity)|unclassified	17.18	0
COG0209: Provides the precursors necess[...]ibonucleotides (By similarity)	32.654	0
COG0209: Provides the precursors necess[...]ibonucleotides (By similarity)|g__Corynebacterium.s__Corynebacterium_glutamicum	4.558	0
COG0209: Provides the precursors necess[...]ibonucleotides (By similarity)|g__Escherichia.s__Escherichia_coli	28.096	0
COG0211: 50S ribosomal protein l27	1946.512	0
COG0211: 50S ribosomal protein l27|g__Escherichia.s__Escherichia_coli	53.791	0
COG0211: 50S ribosomal protein l27|g__Polaromonas.s__Polaromonas_naphthalenivorans	1892.72	0
COG0213: The enzymes which catalyze the[...]tide synthesis (By similarity)	23.446	0
COG0213: The enzymes which catalyze the[...]tide synthesis (By similarity)|g__Chromobacterium.s__Chromobacterium_violaceum	3.414	0
COG0213: The enzymes which catalyze the[...]tide synthesis (By similarity)|g__Escherichia.s__Escherichia_coli	20.032	0
COG0215: Cysteinyl-tRNA synthetase	63.221	0
COG0215: Cysteinyl-tRNA synthetase|g__Corynebacterium.s__Corynebacterium_glutamicum	22.677	0
COG0215: Cysteinyl-tRNA synthetase|g__Escherichia.s__Escherichia_coli	40.544	0
COG0216: Peptide chain release factor 1[...]ns UAG and UAA (By similarity)	14.187	0
COG0216: Peptide chain release factor 1[...]ns UAG and UAA (By similarity)|g__Roseobacter.s__Roseobacter_denitrificans	14.187	0
COG0217: transcriptional regulatory protein	167.984	0
COG0217: transcriptional regulatory protein|g__Escherichia.s__Escherichia_coli	39.043	0
COG0217: transcriptional regulatory protein|g__Polaromonas.s__Polaromonas_naphthalenivorans	70.773	0
COG0217: transcriptional regulatory protein|unclassified	58.168	0
COG0220: Catalyzes the formation of N(7[...]m7G46) in tRNA (By similarity)	44.407	0
COG0220: Catalyzes the formation of N(7[...]m7G46) in tRNA (By similarity)|g__Roseobacter.s__Roseobacter_denitrificans	44.407	0
COG0221: Pyrophosphate phospho-hydrolase	19.804	0
COG0221: Pyrophosphate phospho-hydrolase|g__Escherichia.s__Escherichia_coli	19.804	0
COG0222: Seems to be the binding site f[...]te translation (By similarity)	109.87	0
COG0222: Seems to be the binding site f[...]te translation (By similarity)|g__Chromobacterium.s__Chromobacterium_violaceum	37.553	0
COG0222: Seems to be the binding site f[...]te translation (By similarity)|g__Escherichia.s__Escherichia_coli	46.801	0
COG0222: Seems to be the binding site f[...]te translation (By similarity)|g__Roseobacter.s__Roseobacter_denitrificans	25.517	0
COG0223: Modifies the free amino group [...]ng to EFTu-GTP (By similarity)	26.45	0
COG0223: Modifies the free amino group [...]ng to EFTu-GTP (By similarity)|g__Corynebacterium.s__Corynebacterium_glutamicum	26.45	0
COG0225: Has an important function as a[...] to methionine (By similarity)	50.152	0
COG0225: Has an important function as a[...] to methionine (By similarity)|g__Polaromonas.s__Polaromonas_naphthalenivorans	50.152	0
COG0226: phosphate abc transporter	42.471	0
COG0226: phosphate abc transporter|g__Chromobacterium.s__Chromobacterium_violaceum	11.133	0
COG0226: phosphate abc transporter|g__Corynebacterium.s__Corynebacterium_glutamicum	20.737	0
COG0226: phosphate abc transporter|g__Polaromonas.s__Polaromonas_naphthalenivorans	10.601	0
COG0227: 50s ribosomal protein L28	2142.288	0
COG0227: 50s ribosomal protein L28|g__Escherichia.s__Escherichia_coli	2092.35	0
COG0227: 50s ribosomal protein L28|unclassified	49.938	0
COG0228: 30s ribosomal protein S16	20.518	0
COG0228: 30s ribosomal protein S16|unclassified	20.518	0
COG0233: Responsible for the release of[...]ion to another (By similarity)	25.552	0
COG0233: Responsible for the release of[...]ion to another (By similarity)|unclassified	25.552	0
COG0234: Binds to cpn60 in the presence[...] of the latter (By similarity)	302.573	0
COG0234: Binds to cpn60 in the presence[...] of the latter (By similarity)|g__Polaromonas.s__Polaromonas_naphthalenivorans	302.573	0
COG0235: Class II aldolase adducin	131.108	0
COG0235: Class II aldolase adducin|g__Escherichia.s__Escherichia_coli	10.91	0
COG0235: Class II aldolase adducin|g__Roseobacter.s__Roseobacter_denitrificans	18.873	0
COG0235: Class II aldolase adducin|g__Staphylococcus.s__Staphylococcus_epidermidis	101.325	0
COG0237: Catalyzes the phosphorylation [...]orm coenzyme A (By similarity)	57.487	0
COG0237: Catalyzes the phosphorylation [...]orm coenzyme A (By similarity)|g__Chromobacterium.s__Chromobacterium_violaceum	22.206	0
COG0237: Catalyzes the phosphorylation [...]orm coenzyme A (By similarity)|g__Escherichia.s__Escherichia_coli	35.281	0
COG0239: inorganic anion transmembrane transporter activity	369.806	0
COG0239: inorganic anion transmembrane transporter activity|g__Chromobacterium.s__Chromobacterium_violaceum	369.806	0
COG0241: histidinol-phosphatase activity	116.014	0
COG0241: histidinol-phosphatase activity|g__Escherichia.s__Escherichia_coli	116.014	0
COG0242: Removes the formyl group from [...]ther positions (By similarity)	143.503	0
COG0242: Removes the formyl group from [...]ther positions (By similarity)|g__Corynebacterium.s__Corynebacterium_glutamicum	83.725	0
COG0242: Removes the formyl group from [...]ther positions (By similarity)|g__Polaromonas.s__Polaromonas_naphthalenivorans	59.778	0
COG0243: molybdopterin oxidoreductase	104.358	0
COG0243: molybdopterin oxidoreductase|g__Escherichia.s__Escherichia_coli	23.143	0
COG0243: molybdopterin oxidoreductase|unclassified	81.215	0
COG0244: 50s ribosomal protein L10	329.125	0
COG0244: 50s ribosomal protein L10|g__Corynebacterium.s__Corynebacterium_glutamicum	36.519	0
COG0244: 50s ribosomal protein L10|g__Roseobacter.s__Roseobacter_denitrificans	273.065	0
COG0244: 50s ribosomal protein L10|unclassified	19.541	0
COG0245: Involved in the biosynthesis o[...]hosphate (CMP) (By similarity)	10.846	0
COG0245: Involved in the biosynthesis o[...]hosphate (CMP) (By similarity)|unclassified	10.846	0
COG0246: Mannitol dehydrogenase	22.875	0
COG0246: Mannitol dehydrogenase|g__Escherichia.s__Escherichia_coli	22.875	0
COG0247: domain protein	72.958	0
