# Gene Family	SRS1007613.go	tiny-test-data-mt.go
GO:0002949: [BP] tRNA threonylcarbamoyladenosine modification|g__Polaromonas.s__Polaromonas_naphthalenivorans	4.86	0
GO:0002949: [BP] tRNA threonylcarbamoyladenosine modification|g__Roseobacter.s__Roseobacter_denitrificans	35.907	0
GO:0002949: [BP] tRNA threonylcarbamoyladenosine modification|unclassified	16.619	0
GO:0002953: [MF] 5'-deoxynucleotidase activity	64.346	0
GO:0002953: [MF] 5'-deoxynucleotidase activity|g__Escherichia.s__Escherichia_coli	51.033	0
GO:0002953: [MF] 5'-deoxynucleotidase activity|unclassified	13.313	0
GO:0003333: [BP] amino acid transmembrane transport	77.627	0
GO:0003333: [BP] amino acid transmembrane transport|g__Escherichia.s__Escherichia_coli	63.085	0
GO:0003333: [BP] amino acid transmembrane transport|unclassified	14.541	0
GO:0003676: [MF] nucleic acid binding	6193.46	0
GO:0003676: [MF] nucleic acid binding|g__Chromobacterium.s__Chromobacterium_violaceum	275.551	0
GO:0003676: [MF] nucleic acid binding|g__Corynebacterium.s__Corynebacterium_glutamicum	274.355	0
GO:0003676: [MF] nucleic acid binding|g__Escherichia.s__Escherichia_coli	3950.391	0
GO:0003676: [MF] nucleic acid binding|g__Polaromonas.s__Polaromonas_naphthalenivorans	332.055	0
GO:0003676: [MF] nucleic acid binding|g__Roseobacter.s__Roseobacter_denitrificans	139.352	0
GO:0003676: [MF] nucleic acid binding|g__Staphylococcus.s__Staphylococcus_epidermidis	176.549	0
GO:0003676: [MF] nucleic acid binding|unclassified	1045.208	0
GO:0003677: [MF] DNA binding	38290.065	0
GO:0003677: [MF] DNA binding|g__Chromobacterium.s__Chromobacterium_violaceum	6067.868	0
GO:0003677: [MF] DNA binding|g__Corynebacterium.s__Corynebacterium_glutamicum	3081.76	0
GO:0003677: [MF] DNA binding|g__Escherichia.s__Escherichia_coli	15777.38	0
GO:0003677: [MF] DNA binding|g__Polaromonas.s__Polaromonas_naphthalenivorans	3264.951	0
GO:0003677: [MF] DNA binding|g__Roseobacter.s__Roseobacter_denitrificans	1416.039	0
GO:0003677: [MF] DNA binding|g__Staphylococcus.s__Staphylococcus_epidermidis	3202.743	0
GO:0003677: [MF] DNA binding|unclassified	5479.323	0
GO:0003678: [MF] DNA helicase activity	133.602	0
GO:0003678: [MF] DNA helicase activity|g__Corynebacterium.s__Corynebacterium_glutamicum	16.827	0
GO:0003678: [MF] DNA helicase activity|g__Roseobacter.s__Roseobacter_denitrificans	40.445	0
GO:0003678: [MF] DNA helicase activity|unclassified	76.33	0
GO:0003684: [MF] damaged DNA binding	329.83	0
GO:0003684: [MF] damaged DNA binding|g__Chromobacterium.s__Chromobacterium_violaceum	17.748	0
GO:0003684: [MF] damaged DNA binding|g__Escherichia.s__Escherichia_coli	187.393	0
GO:0003684: [MF] damaged DNA binding|g__Polaromonas.s__Polaromonas_naphthalenivorans	27.255	0
GO:0003684: [MF] damaged DNA binding|g__Roseobacter.s__Roseobacter_denitrificans	10.54	0
GO:0003684: [MF] damaged DNA binding|g__Staphylococcus.s__Staphylococcus_epidermidis	41.92	0
GO:0003684: [MF] damaged DNA binding|unclassified	44.976	0
GO:0003688: [MF] DNA replication origin binding	187.691	0
GO:0003688: [MF] DNA replication origin binding|g__Corynebacterium.s__Corynebacterium_glutamicum	42.078	0
GO:0003688: [MF] DNA replication origin binding|g__Escherichia.s__Escherichia_coli	37.595	0
GO:0003688: [MF] DNA replication origin binding|g__Polaromonas.s__Polaromonas_naphthalenivorans	9.018	0
GO:0003688: [MF] DNA replication origin binding|g__Roseobacter.s__Roseobacter_denitrificans	19.506	0
GO:0003688: [MF] DNA replication origin binding|unclassified	79.494	0
GO:0003690: [MF] double-stranded DNA binding	16.314	0
GO:0003690: [MF] double-stranded DNA binding|g__Polaromonas.s__Polaromonas_naphthalenivorans	16.314	0
GO:0003697: [MF] single-stranded DNA binding	227.168	0
GO:0003697: [MF] single-stranded DNA binding|g__Escherichia.s__Escherichia_coli	73.345	0
GO:0003697: [MF] single-stranded DNA binding|unclassified	153.823	0
GO:0003700: [MF] DNA-binding transcription factor activity	12382.787	0
GO:0003700: [MF] DNA-binding transcription factor activity|g__Chromobacterium.s__Chromobacterium_violaceum	1032.505	0
GO:0003700: [MF] DNA-binding transcription factor activity|g__Corynebacterium.s__Corynebacterium_glutamicum	1225.187	0
GO:0003700: [MF] DNA-binding transcription factor activity|g__Escherichia.s__Escherichia_coli	6169.816	0
GO:0003700: [MF] DNA-binding transcription factor activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	468.216	0
GO:0003700: [MF] DNA-binding transcription factor activity|g__Roseobacter.s__Roseobacter_denitrificans	622.814	0
GO:0003700: [MF] DNA-binding transcription factor activity|g__Staphylococcus.s__Staphylococcus_epidermidis	981.637	0
GO:0003700: [MF] DNA-binding transcription factor activity|unclassified	1882.611	0
GO:0003723: [MF] RNA binding	5585.056	0
GO:0003723: [MF] RNA binding|g__Chromobacterium.s__Chromobacterium_violaceum	590.451	0
GO:0003723: [MF] RNA binding|g__Corynebacterium.s__Corynebacterium_glutamicum	143.037	0
GO:0003723: [MF] RNA binding|g__Escherichia.s__Escherichia_coli	2788.552	0
GO:0003723: [MF] RNA binding|g__Polaromonas.s__Polaromonas_naphthalenivorans	565.223	0
GO:0003723: [MF] RNA binding|g__Roseobacter.s__Roseobacter_denitrificans	4.523	0
GO:0003723: [MF] RNA binding|g__Staphylococcus.s__Staphylococcus_epidermidis	470.745	0
GO:0003723: [MF] RNA binding|unclassified	1022.525	0
GO:0003725: [MF] double-stranded RNA binding	138.882	0
GO:0003725: [MF] double-stranded RNA binding|g__Corynebacterium.s__Corynebacterium_glutamicum	13.269	0
GO:0003725: [MF] double-stranded RNA binding|g__Escherichia.s__Escherichia_coli	19.417	0
GO:0003725: [MF] double-stranded RNA binding|g__Polaromonas.s__Polaromonas_naphthalenivorans	18.344	0
GO:0003725: [MF] double-stranded RNA binding|unclassified	87.853	0
GO:0003727: [MF] single-stranded RNA binding	1030.45	0
GO:0003727: [MF] single-stranded RNA binding|g__Corynebacterium.s__Corynebacterium_glutamicum	1030.45	0
GO:0003729: [MF] mRNA binding	62.265	0
GO:0003729: [MF] mRNA binding|g__Chromobacterium.s__Chromobacterium_violaceum	10.806	0
GO:0003729: [MF] mRNA binding|g__Escherichia.s__Escherichia_coli	39.065	0
GO:0003729: [MF] mRNA binding|g__Polaromonas.s__Polaromonas_naphthalenivorans	12.394	0
GO:0003730: [MF] mRNA 3'-UTR binding	28.537	0
GO:0003730: [MF] mRNA 3'-UTR binding|g__Chromobacterium.s__Chromobacterium_violaceum	1.62	0
GO:0003730: [MF] mRNA 3'-UTR binding|g__Escherichia.s__Escherichia_coli	20.484	0
GO:0003730: [MF] mRNA 3'-UTR binding|g__Polaromonas.s__Polaromonas_naphthalenivorans	6.433	0
GO:0003735: [MF] structural constituent of ribosome	12358.646	0
GO:0003735: [MF] structural constituent of ribosome|g__Chromobacterium.s__Chromobacterium_violaceum	1232.947	0
GO:0003735: [MF] structural constituent of ribosome|g__Corynebacterium.s__Corynebacterium_glutamicum	878.541	0
GO:0003735: [MF] structural constituent of ribosome|g__Escherichia.s__Escherichia_coli	4295.959	0
GO:0003735: [MF] structural constituent of ribosome|g__Polaromonas.s__Polaromonas_naphthalenivorans	2907.915	0
GO:0003735: [MF] structural constituent of ribosome|g__Roseobacter.s__Roseobacter_denitrificans	1134.405	0
GO:0003735: [MF] structural constituent of ribosome|g__Staphylococcus.s__Staphylococcus_epidermidis	1080.847	0
GO:0003735: [MF] structural constituent of ribosome|unclassified	828.033	0
GO:0003743: [MF] translation initiation factor activity	255.765	0
GO:0003743: [MF] translation initiation factor activity|g__Corynebacterium.s__Corynebacterium_glutamicum	87.243	0
GO:0003743: [MF] translation initiation factor activity|g__Escherichia.s__Escherichia_coli	125.552	0
GO:0003743: [MF] translation initiation factor activity|unclassified	42.97	0
GO:0003746: [MF] translation elongation factor activity	698.643	0
GO:0003746: [MF] translation elongation factor activity|g__Chromobacterium.s__Chromobacterium_violaceum	35.579	0
GO:0003746: [MF] translation elongation factor activity|g__Corynebacterium.s__Corynebacterium_glutamicum	70.221	0
GO:0003746: [MF] translation elongation factor activity|g__Escherichia.s__Escherichia_coli	190.506	0
GO:0003746: [MF] translation elongation factor activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	40.056	0
GO:0003746: [MF] translation elongation factor activity|g__Roseobacter.s__Roseobacter_denitrificans	16.775	0
GO:0003746: [MF] translation elongation factor activity|g__Staphylococcus.s__Staphylococcus_epidermidis	87.938	0
GO:0003746: [MF] translation elongation factor activity|unclassified	257.569	0
GO:0003747: [MF] translation release factor activity	42.144	0
GO:0003747: [MF] translation release factor activity|unclassified	42.144	0
GO:0003755: [MF] peptidyl-prolyl cis-trans isomerase activity	981.442	0
GO:0003755: [MF] peptidyl-prolyl cis-trans isomerase activity|g__Chromobacterium.s__Chromobacterium_violaceum	138.664	0
GO:0003755: [MF] peptidyl-prolyl cis-trans isomerase activity|g__Corynebacterium.s__Corynebacterium_glutamicum	104.752	0
GO:0003755: [MF] peptidyl-prolyl cis-trans isomerase activity|g__Escherichia.s__Escherichia_coli	526.477	0
GO:0003755: [MF] peptidyl-prolyl cis-trans isomerase activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	32.058	0
GO:0003755: [MF] peptidyl-prolyl cis-trans isomerase activity|unclassified	179.492	0
GO:0003774: [MF] motor activity	1169.672	0
GO:0003774: [MF] motor activity|g__Chromobacterium.s__Chromobacterium_violaceum	158.027	0
GO:0003774: [MF] motor activity|g__Escherichia.s__Escherichia_coli	817.773	0
GO:0003774: [MF] motor activity|g__Roseobacter.s__Roseobacter_denitrificans	52.033	0
GO:0003774: [MF] motor activity|unclassified	141.84	0
GO:0003796: [MF] lysozyme activity	514.475	0
GO:0003796: [MF] lysozyme activity|g__Chromobacterium.s__Chromobacterium_violaceum	60.312	0
GO:0003796: [MF] lysozyme activity|g__Escherichia.s__Escherichia_coli	431.847	0
GO:0003796: [MF] lysozyme activity|unclassified	22.316	0
GO:0003824: [MF] catalytic activity	4696.683	0
GO:0003824: [MF] catalytic activity|g__Chromobacterium.s__Chromobacterium_violaceum	144.053	0
GO:0003824: [MF] catalytic activity|g__Corynebacterium.s__Corynebacterium_glutamicum	265.456	0
GO:0003824: [MF] catalytic activity|g__Escherichia.s__Escherichia_coli	2755.378	0
GO:0003824: [MF] catalytic activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	331.195	0
GO:0003824: [MF] catalytic activity|g__Roseobacter.s__Roseobacter_denitrificans	75.715	0
GO:0003824: [MF] catalytic activity|unclassified	1124.888	0
GO:0003825: [MF] alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity	67.067	0
GO:0003825: [MF] alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity|g__Escherichia.s__Escherichia_coli	67.067	0
GO:0003839: [MF] gamma-glutamylcyclotransferase activity	49.797	0
GO:0003839: [MF] gamma-glutamylcyclotransferase activity|g__Escherichia.s__Escherichia_coli	49.797	0
GO:0003841: [MF] 1-acylglycerol-3-phosphate O-acyltransferase activity	50.59	0
GO:0003841: [MF] 1-acylglycerol-3-phosphate O-acyltransferase activity|g__Escherichia.s__Escherichia_coli	50.59	0
GO:0003842: [MF] 1-pyrroline-5-carboxylate dehydrogenase activity	29.065	0
GO:0003842: [MF] 1-pyrroline-5-carboxylate dehydrogenase activity|unclassified	29.065	0
GO:0003844: [MF] 1,4-alpha-glucan branching enzyme activity	117.595	0
GO:0003844: [MF] 1,4-alpha-glucan branching enzyme activity|g__Corynebacterium.s__Corynebacterium_glutamicum	38.281	0
GO:0003844: [MF] 1,4-alpha-glucan branching enzyme activity|g__Roseobacter.s__Roseobacter_denitrificans	8.781	0
GO:0003844: [MF] 1,4-alpha-glucan branching enzyme activity|unclassified	70.534	0
GO:0003848: [MF] 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity	149.511	0
GO:0003848: [MF] 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity|g__Escherichia.s__Escherichia_coli	140.189	0
GO:0003848: [MF] 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity|unclassified	9.322	0
GO:0003849: [MF] 3-deoxy-7-phosphoheptulonate synthase activity	231.235	0
GO:0003849: [MF] 3-deoxy-7-phosphoheptulonate synthase activity|g__Chromobacterium.s__Chromobacterium_violaceum	28.976	0
GO:0003849: [MF] 3-deoxy-7-phosphoheptulonate synthase activity|g__Escherichia.s__Escherichia_coli	127.572	0
GO:0003849: [MF] 3-deoxy-7-phosphoheptulonate synthase activity|unclassified	74.688	0
GO:0003850: [MF] 2-deoxyglucose-6-phosphatase activity	48.387	0
GO:0003850: [MF] 2-deoxyglucose-6-phosphatase activity|g__Escherichia.s__Escherichia_coli	48.387	0
GO:0003852: [MF] 2-isopropylmalate synthase activity	202.355	0
GO:0003852: [MF] 2-isopropylmalate synthase activity|g__Escherichia.s__Escherichia_coli	46.542	0
GO:0003852: [MF] 2-isopropylmalate synthase activity|unclassified	155.813	0
GO:0003855: [MF] 3-dehydroquinate dehydratase activity	32.191	0
GO:0003855: [MF] 3-dehydroquinate dehydratase activity|g__Corynebacterium.s__Corynebacterium_glutamicum	22.363	0
GO:0003855: [MF] 3-dehydroquinate dehydratase activity|unclassified	9.829	0
GO:0003856: [MF] 3-dehydroquinate synthase activity	101.706	0
GO:0003856: [MF] 3-dehydroquinate synthase activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	11.823	0
GO:0003856: [MF] 3-dehydroquinate synthase activity|unclassified	89.882	0
GO:0003857: [MF] 3-hydroxyacyl-CoA dehydrogenase activity	407.395	0
GO:0003857: [MF] 3-hydroxyacyl-CoA dehydrogenase activity|g__Chromobacterium.s__Chromobacterium_violaceum	43.533	0
GO:0003857: [MF] 3-hydroxyacyl-CoA dehydrogenase activity|g__Escherichia.s__Escherichia_coli	132.397	0
GO:0003857: [MF] 3-hydroxyacyl-CoA dehydrogenase activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	62.275	0
GO:0003857: [MF] 3-hydroxyacyl-CoA dehydrogenase activity|g__Roseobacter.s__Roseobacter_denitrificans	34.557	0
GO:0003857: [MF] 3-hydroxyacyl-CoA dehydrogenase activity|unclassified	134.631	0
GO:0003860: [MF] 3-hydroxyisobutyryl-CoA hydrolase activity	8.2	0
GO:0003860: [MF] 3-hydroxyisobutyryl-CoA hydrolase activity|unclassified	8.2	0
GO:0003861: [MF] 3-isopropylmalate dehydratase activity	489.176	0
GO:0003861: [MF] 3-isopropylmalate dehydratase activity|g__Chromobacterium.s__Chromobacterium_violaceum	34.361	0
GO:0003861: [MF] 3-isopropylmalate dehydratase activity|g__Corynebacterium.s__Corynebacterium_glutamicum	55.642	0
GO:0003861: [MF] 3-isopropylmalate dehydratase activity|g__Escherichia.s__Escherichia_coli	242.019	0
GO:0003861: [MF] 3-isopropylmalate dehydratase activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	35.525	0
GO:0003861: [MF] 3-isopropylmalate dehydratase activity|g__Roseobacter.s__Roseobacter_denitrificans	8.241	0
GO:0003861: [MF] 3-isopropylmalate dehydratase activity|unclassified	113.389	0
GO:0003862: [MF] 3-isopropylmalate dehydrogenase activity	24.25	0
GO:0003862: [MF] 3-isopropylmalate dehydrogenase activity|unclassified	24.25	0
GO:0003863: [MF] 3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity	12.078	0
GO:0003863: [MF] 3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity|g__Staphylococcus.s__Staphylococcus_epidermidis	12.078	0
GO:0003864: [MF] 3-methyl-2-oxobutanoate hydroxymethyltransferase activity	12.286	0
GO:0003864: [MF] 3-methyl-2-oxobutanoate hydroxymethyltransferase activity|g__Chromobacterium.s__Chromobacterium_violaceum	12.286	0
GO:0003866: [MF] 3-phosphoshikimate 1-carboxyvinyltransferase activity	180.416	0
GO:0003866: [MF] 3-phosphoshikimate 1-carboxyvinyltransferase activity|g__Chromobacterium.s__Chromobacterium_violaceum	76.178	0
GO:0003866: [MF] 3-phosphoshikimate 1-carboxyvinyltransferase activity|g__Escherichia.s__Escherichia_coli	11.331	0
GO:0003866: [MF] 3-phosphoshikimate 1-carboxyvinyltransferase activity|unclassified	92.908	0
GO:0003867: [MF] 4-aminobutyrate transaminase activity	66.478	0
GO:0003867: [MF] 4-aminobutyrate transaminase activity|g__Escherichia.s__Escherichia_coli	46.32	0
GO:0003867: [MF] 4-aminobutyrate transaminase activity|g__Roseobacter.s__Roseobacter_denitrificans	3.48	0
GO:0003867: [MF] 4-aminobutyrate transaminase activity|unclassified	16.678	0
GO:0003868: [MF] 4-hydroxyphenylpyruvate dioxygenase activity	17.743	0
GO:0003868: [MF] 4-hydroxyphenylpyruvate dioxygenase activity|g__Chromobacterium.s__Chromobacterium_violaceum	13.454	0
GO:0003868: [MF] 4-hydroxyphenylpyruvate dioxygenase activity|g__Roseobacter.s__Roseobacter_denitrificans	4.289	0
GO:0003870: [MF] 5-aminolevulinate synthase activity	28.878	0
GO:0003870: [MF] 5-aminolevulinate synthase activity|g__Roseobacter.s__Roseobacter_denitrificans	28.878	0
GO:0003871: [MF] 5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	206.397	0
GO:0003871: [MF] 5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity|g__Corynebacterium.s__Corynebacterium_glutamicum	23.227	0
GO:0003871: [MF] 5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity|g__Escherichia.s__Escherichia_coli	56.436	0
GO:0003871: [MF] 5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity|unclassified	126.734	0
GO:0003872: [MF] 6-phosphofructokinase activity	96.411	0
GO:0003872: [MF] 6-phosphofructokinase activity|g__Escherichia.s__Escherichia_coli	22.698	0
GO:0003872: [MF] 6-phosphofructokinase activity|unclassified	73.713	0
GO:0003874: [MF] 6-pyruvoyltetrahydropterin synthase activity	37.761	0
GO:0003874: [MF] 6-pyruvoyltetrahydropterin synthase activity|g__Staphylococcus.s__Staphylococcus_epidermidis	37.761	0
GO:0003879: [MF] ATP phosphoribosyltransferase activity	85.318	0
GO:0003879: [MF] ATP phosphoribosyltransferase activity|g__Staphylococcus.s__Staphylococcus_epidermidis	27.801	0
GO:0003879: [MF] ATP phosphoribosyltransferase activity|unclassified	57.516	0
GO:0003882: [MF] CDP-diacylglycerol-serine O-phosphatidyltransferase activity	134.411	0
GO:0003882: [MF] CDP-diacylglycerol-serine O-phosphatidyltransferase activity|g__Chromobacterium.s__Chromobacterium_violaceum	16.555	0
GO:0003882: [MF] CDP-diacylglycerol-serine O-phosphatidyltransferase activity|unclassified	117.855	0
GO:0003883: [MF] CTP synthase activity	55.098	0
GO:0003883: [MF] CTP synthase activity|g__Chromobacterium.s__Chromobacterium_violaceum	3.236	0
GO:0003883: [MF] CTP synthase activity|g__Corynebacterium.s__Corynebacterium_glutamicum	12.227	0
GO:0003883: [MF] CTP synthase activity|g__Escherichia.s__Escherichia_coli	19.657	0
GO:0003883: [MF] CTP synthase activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	5.058	0
GO:0003883: [MF] CTP synthase activity|unclassified	14.92	0
GO:0003884: [MF] D-amino-acid oxidase activity	23.143	0
